pair,listener,crit_half,condition,prop_target_fix,prop_compet_fix,num_trials,numtNA,numcNA
33,65,secondhalf,Two Contrasts Shared,0.8,0.3333333333333333,15,0,0
33,65,secondhalf,Two Contrasts Privileged,0.875,0.5,8,0,0
33,65,secondhalf,One Contrast,0.75,0.25,8,0,0
33,66,firsthalf,Two Contrasts Shared,0.8461538461538461,0.38461538461538464,13,0,0
33,66,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
33,66,firsthalf,One Contrast,0.5,0.5,6,0,0
33,66,secondhalf,Two Contrasts Shared,0.8,0.4666666666666667,15,0,0
33,66,secondhalf,Two Contrasts Privileged,0.5714285714285714,0.5714285714285714,7,0,0
33,66,secondhalf,One Contrast,1,0.375,8,0,0
34,67,firsthalf,Two Contrasts Shared,0.8666666666666667,0.3333333333333333,15,0,0
34,67,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.7142857142857143,7,0,0
34,67,firsthalf,One Contrast,0.7142857142857143,0.2857142857142857,7,0,0
34,67,secondhalf,Two Contrasts Shared,0.9411764705882353,0.23529411764705882,17,0,0
34,67,secondhalf,Two Contrasts Privileged,0.7777777777777778,0.5555555555555556,9,0,0
34,67,secondhalf,One Contrast,1,0.125,8,0,0
34,68,firsthalf,Two Contrasts Shared,0.5,0.5714285714285714,14,0,0
34,68,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.5714285714285714,7,0,0
34,68,firsthalf,One Contrast,1,0.14285714285714285,7,0,0
34,68,secondhalf,Two Contrasts Shared,0.6875,0.5625,16,0,0
34,68,secondhalf,Two Contrasts Privileged,0.75,0.125,8,0,0
34,68,secondhalf,One Contrast,0.75,0.25,8,0,0
35,69,firsthalf,Two Contrasts Shared,0.9285714285714286,0.42857142857142855,14,0,0
35,69,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.5714285714285714,7,0,0
35,69,firsthalf,One Contrast,0.7142857142857143,0.42857142857142855,7,0,0
35,69,secondhalf,Two Contrasts Shared,0.8666666666666667,0.3333333333333333,15,0,0
35,69,secondhalf,Two Contrasts Privileged,0.875,0.5,8,0,0
35,69,secondhalf,One Contrast,1,0.4444444444444444,9,0,0
35,70,firsthalf,Two Contrasts Shared,0.8,0.3333333333333333,15,0,0
35,70,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.5714285714285714,7,0,0
35,70,firsthalf,One Contrast,1,0.2857142857142857,7,0,0
35,70,secondhalf,Two Contrasts Shared,0.6875,0.6875,16,0,0
35,70,secondhalf,Two Contrasts Privileged,0.8888888888888888,0.2222222222222222,9,0,0
35,70,secondhalf,One Contrast,1,0.2222222222222222,9,0,0
36,72,firsthalf,Two Contrasts Shared,0.7857142857142857,0.35714285714285715,14,0,0
36,72,firsthalf,Two Contrasts Privileged,1,0.14285714285714285,7,0,0
36,72,firsthalf,One Contrast,0.8333333333333334,0.3333333333333333,6,0,0
36,72,secondhalf,Two Contrasts Shared,0.8,0.5333333333333333,15,0,0
36,72,secondhalf,Two Contrasts Privileged,0.8888888888888888,0.1111111111111111,9,0,0
36,72,secondhalf,One Contrast,1,0.25,8,0,0
36,73,firsthalf,Two Contrasts Shared,0.7142857142857143,0.5,14,0,0
36,73,firsthalf,Two Contrasts Privileged,0.2,0.6,5,0,0
36,73,firsthalf,One Contrast,0.8571428571428571,0.5714285714285714,7,0,0
36,73,secondhalf,Two Contrasts Shared,0.8,0.4666666666666667,15,0,0
36,73,secondhalf,Two Contrasts Privileged,1,0.5714285714285714,7,0,0
36,73,secondhalf,One Contrast,1,0,8,0,0
38,76,firsthalf,Two Contrasts Shared,0.5555555555555556,0.4444444444444444,9,0,0
38,76,firsthalf,Two Contrasts Privileged,1,0,2,0,0
38,76,firsthalf,One Contrast,1,0.5,4,0,0
38,76,secondhalf,Two Contrasts Shared,0.8,0.4,10,0,0
38,76,secondhalf,Two Contrasts Privileged,0.75,0.25,4,0,0
38,76,secondhalf,One Contrast,1,0.4,5,0,0
38,77,firsthalf,Two Contrasts Shared,0.8461538461538461,0.3076923076923077,13,0,0
38,77,firsthalf,Two Contrasts Privileged,1,0.3333333333333333,6,0,0
38,77,firsthalf,One Contrast,0.8571428571428571,0.2857142857142857,7,0,0
38,77,secondhalf,Two Contrasts Shared,0.8,0.7333333333333333,15,0,0
38,77,secondhalf,Two Contrasts Privileged,0.875,0.375,8,0,0
38,77,secondhalf,One Contrast,0.5555555555555556,0.2222222222222222,9,0,0
39,78,firsthalf,Two Contrasts Shared,0.9230769230769231,0.3076923076923077,13,0,0
39,78,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.5714285714285714,7,0,0
39,78,firsthalf,One Contrast,0.5714285714285714,0.14285714285714285,7,0,0
39,78,secondhalf,Two Contrasts Shared,0.8571428571428571,0.35714285714285715,14,0,0
39,78,secondhalf,Two Contrasts Privileged,0.75,0.125,8,0,0
39,78,secondhalf,One Contrast,0.75,0.25,8,0,0
39,79,firsthalf,Two Contrasts Shared,0.9285714285714286,0.5714285714285714,14,0,0
39,79,firsthalf,Two Contrasts Privileged,1,0.5714285714285714,7,0,0
39,79,firsthalf,One Contrast,1,0.3333333333333333,6,0,0
39,79,secondhalf,Two Contrasts Shared,0.9375,0.375,16,0,0
39,79,secondhalf,Two Contrasts Privileged,0.5,0.5,8,0,0
39,79,secondhalf,One Contrast,1,0.375,8,0,0
41,82,firsthalf,Two Contrasts Shared,0.8571428571428571,0.6428571428571429,14,0,0
41,82,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.42857142857142855,7,0,0
41,82,firsthalf,One Contrast,1,0.2857142857142857,7,0,0
41,82,secondhalf,Two Contrasts Shared,0.9375,0.625,16,0,0
41,82,secondhalf,Two Contrasts Privileged,0.8888888888888888,0.4444444444444444,9,0,0
41,82,secondhalf,One Contrast,0.8888888888888888,0.4444444444444444,9,0,0
41,83,firsthalf,Two Contrasts Shared,0.8571428571428571,0.6428571428571429,14,0,0
41,83,firsthalf,Two Contrasts Privileged,1,0.3333333333333333,6,0,0
41,83,firsthalf,One Contrast,1,0.3333333333333333,6,0,0
41,83,secondhalf,Two Contrasts Shared,0.7333333333333333,0.5333333333333333,15,0,0
41,83,secondhalf,Two Contrasts Privileged,0.75,0.375,8,0,0
41,83,secondhalf,One Contrast,0.875,0.25,8,0,0
42,84,firsthalf,Two Contrasts Shared,0.5714285714285714,0.5,14,0,0
42,84,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.6666666666666666,6,0,0
42,84,firsthalf,One Contrast,1,0.5714285714285714,7,0,0
42,84,secondhalf,Two Contrasts Shared,0.75,0.375,16,0,0
42,84,secondhalf,Two Contrasts Privileged,1,0.42857142857142855,7,0,0
42,84,secondhalf,One Contrast,0.8888888888888888,0.1111111111111111,9,0,0
42,85,firsthalf,Two Contrasts Shared,0.8571428571428571,0.42857142857142855,14,0,0
42,85,firsthalf,Two Contrasts Privileged,1,0.42857142857142855,7,0,0
42,85,firsthalf,One Contrast,1,0,7,0,0
42,85,secondhalf,Two Contrasts Shared,0.8125,0.75,16,0,0
42,85,secondhalf,Two Contrasts Privileged,1,0.5,8,0,0
42,85,secondhalf,One Contrast,1,0.3333333333333333,9,0,0
43,86,firsthalf,Two Contrasts Shared,0.6153846153846154,0.6153846153846154,13,0,0
43,86,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
43,86,firsthalf,One Contrast,1,0.4,5,0,0
43,86,secondhalf,Two Contrasts Shared,0.8,0.3333333333333333,15,0,0
43,86,secondhalf,Two Contrasts Privileged,0.625,0.75,8,0,0
43,86,secondhalf,One Contrast,1,0.2857142857142857,7,0,0
43,87,firsthalf,Two Contrasts Shared,0.75,0.5,12,0,0
43,87,firsthalf,Two Contrasts Privileged,0.8,0.8,5,0,0
43,87,firsthalf,One Contrast,0.8333333333333334,0.3333333333333333,6,0,0
43,87,secondhalf,Two Contrasts Shared,0.8461538461538461,0.46153846153846156,13,0,0
43,87,secondhalf,Two Contrasts Privileged,0.8333333333333334,0.16666666666666666,6,0,0
43,87,secondhalf,One Contrast,1,0.5714285714285714,7,0,0
44,88,firsthalf,Two Contrasts Shared,0.6363636363636364,0.5454545454545454,11,0,0
44,88,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.6666666666666666,6,0,0
44,88,firsthalf,One Contrast,1,0.6,5,0,0
44,88,secondhalf,Two Contrasts Shared,0.5384615384615384,0.38461538461538464,13,0,0
44,88,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.5714285714285714,7,0,0
44,88,secondhalf,One Contrast,0.7142857142857143,0.5714285714285714,7,0,0
44,89,firsthalf,Two Contrasts Shared,0.75,0.75,12,0,0
44,89,firsthalf,Two Contrasts Privileged,1,0.6,5,0,0
44,89,firsthalf,One Contrast,1,0.2,5,0,0
44,89,secondhalf,Two Contrasts Shared,0.8461538461538461,0.38461538461538464,13,0,0
44,89,secondhalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
44,89,secondhalf,One Contrast,1,0.5714285714285714,7,0,0
46,92,firsthalf,Two Contrasts Shared,0.6666666666666666,0.3333333333333333,12,0,0
46,92,firsthalf,Two Contrasts Privileged,0.16666666666666666,1,6,0,0
46,92,firsthalf,One Contrast,1,0.6666666666666666,6,0,0
46,92,secondhalf,Two Contrasts Shared,0.5,0.8571428571428571,14,0,0
46,92,secondhalf,Two Contrasts Privileged,0.75,0.625,8,0,0
46,92,secondhalf,One Contrast,0.8571428571428571,0.42857142857142855,7,0,0
46,93,firsthalf,Two Contrasts Shared,0.6153846153846154,0.38461538461538464,13,0,0
46,93,firsthalf,Two Contrasts Privileged,0.8,0.4,5,0,0
46,93,firsthalf,One Contrast,1,0.5,4,0,0
46,93,secondhalf,Two Contrasts Shared,0.8571428571428571,0.2857142857142857,14,0,0
46,93,secondhalf,Two Contrasts Privileged,0.8333333333333334,0.6666666666666666,6,0,0
46,93,secondhalf,One Contrast,1,0.3333333333333333,6,0,0
47,94,firsthalf,Two Contrasts Shared,0.46153846153846156,0.07692307692307693,13,0,0
47,94,firsthalf,Two Contrasts Privileged,0.42857142857142855,0.7142857142857143,7,0,0
47,94,firsthalf,One Contrast,0.4,0.2,5,0,0
47,94,secondhalf,Two Contrasts Shared,0.42857142857142855,0.42857142857142855,14,0,0
47,94,secondhalf,Two Contrasts Privileged,0.375,0.25,8,0,0
47,94,secondhalf,One Contrast,0.2857142857142857,0,7,0,0
47,95,firsthalf,Two Contrasts Shared,0.75,0.5,12,0,0
47,95,firsthalf,Two Contrasts Privileged,0.75,0.25,4,0,0
47,95,firsthalf,One Contrast,1,0.16666666666666666,6,0,0
47,95,secondhalf,Two Contrasts Shared,0.8571428571428571,0.5,14,0,0
47,95,secondhalf,Two Contrasts Privileged,1,0.6666666666666666,6,0,0
47,95,secondhalf,One Contrast,1,0.25,8,0,0
48,96,firsthalf,Two Contrasts Shared,0.75,0.375,8,0,0
48,96,firsthalf,Two Contrasts Privileged,1,0.3333333333333333,6,0,0
48,96,firsthalf,One Contrast,1,1,3,0,0
48,96,secondhalf,Two Contrasts Shared,0.7777777777777778,0.1111111111111111,9,0,0
48,96,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.2857142857142857,7,0,0
48,96,secondhalf,One Contrast,0.25,0.5,4,0,0
48,97,firsthalf,Two Contrasts Shared,1,0.6666666666666666,6,0,0
48,97,firsthalf,Two Contrasts Privileged,0.75,0.5,4,0,0
48,97,firsthalf,One Contrast,1,0,2,0,0
48,97,secondhalf,Two Contrasts Shared,0.7142857142857143,0.7142857142857143,7,0,0
48,97,secondhalf,Two Contrasts Privileged,0.8,0.4,5,0,0
48,97,secondhalf,One Contrast,1,0,4,0,0
49,98,firsthalf,Two Contrasts Shared,0.46153846153846156,0.46153846153846156,13,0,0
49,98,firsthalf,Two Contrasts Privileged,0.42857142857142855,0.14285714285714285,7,0,0
49,98,firsthalf,One Contrast,0.8333333333333334,0.16666666666666666,6,0,0
49,98,secondhalf,Two Contrasts Shared,0.6,0.06666666666666667,15,0,0
49,98,secondhalf,Two Contrasts Privileged,0.5555555555555556,0.5555555555555556,9,0,0
49,98,secondhalf,One Contrast,0.8571428571428571,0.14285714285714285,7,0,0
49,99,firsthalf,Two Contrasts Shared,0.6428571428571429,0.5,14,0,0
49,99,firsthalf,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,6,0,0
49,99,firsthalf,One Contrast,0.6666666666666666,1,6,0,0
49,99,secondhalf,Two Contrasts Shared,0.6875,0.4375,16,0,0
49,99,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.42857142857142855,7,0,0
49,99,secondhalf,One Contrast,0.75,0.125,8,0,0
50,100,firsthalf,Two Contrasts Shared,0.8666666666666667,0.6666666666666666,15,0,0
50,100,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.5714285714285714,7,0,0
50,100,firsthalf,One Contrast,1,0,7,0,0
50,100,secondhalf,Two Contrasts Shared,0.7647058823529411,0.5294117647058824,17,0,0
50,100,secondhalf,Two Contrasts Privileged,0.6666666666666666,0.7777777777777778,9,0,0
50,100,secondhalf,One Contrast,1,0.5555555555555556,9,0,0
50,101,firsthalf,Two Contrasts Shared,0.6363636363636364,0.6363636363636364,11,0,0
50,101,firsthalf,Two Contrasts Privileged,0.6,0.8,5,0,0
50,101,firsthalf,One Contrast,1,0.42857142857142855,7,0,0
50,101,secondhalf,Two Contrasts Shared,0.6923076923076923,0.38461538461538464,13,0,0
50,101,secondhalf,Two Contrasts Privileged,1,0.5714285714285714,7,0,0
50,101,secondhalf,One Contrast,0.875,0.5,8,0,0
51,102,firsthalf,Two Contrasts Shared,1,0.2727272727272727,11,0,0
51,102,firsthalf,Two Contrasts Privileged,0.6666666666666666,0.8333333333333334,6,0,0
51,102,firsthalf,One Contrast,0.75,0.5,4,0,0
51,102,secondhalf,Two Contrasts Shared,0.8333333333333334,0.4166666666666667,12,0,0
51,102,secondhalf,Two Contrasts Privileged,0.875,0.25,8,0,0
51,102,secondhalf,One Contrast,0.8333333333333334,0.3333333333333333,6,0,0
51,103,firsthalf,Two Contrasts Shared,0.9166666666666666,0.5833333333333334,12,0,0
51,103,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
51,103,firsthalf,One Contrast,0.6,0.2,5,0,0
51,103,secondhalf,Two Contrasts Shared,0.8571428571428571,0.21428571428571427,14,0,0
51,103,secondhalf,Two Contrasts Privileged,1,0.14285714285714285,7,0,0
51,103,secondhalf,One Contrast,1,0.5,6,0,0
52,104,firsthalf,Two Contrasts Shared,0.8,0.5333333333333333,15,0,0
52,104,firsthalf,Two Contrasts Privileged,1,0.5714285714285714,7,0,0
52,104,firsthalf,One Contrast,0.8571428571428571,0.2857142857142857,7,0,0
52,104,secondhalf,Two Contrasts Shared,0.625,0.4375,16,0,0
52,104,secondhalf,Two Contrasts Privileged,0.875,0.375,8,0,0
52,104,secondhalf,One Contrast,0.8888888888888888,0.2222222222222222,9,0,0
52,105,firsthalf,Two Contrasts Shared,0.75,0.9166666666666666,12,0,0
52,105,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.3333333333333333,6,0,0
52,105,firsthalf,One Contrast,1,0,6,0,0
52,105,secondhalf,Two Contrasts Shared,0.8571428571428571,0.6428571428571429,14,0,0
52,105,secondhalf,Two Contrasts Privileged,0.5714285714285714,0.42857142857142855,7,0,0
52,105,secondhalf,One Contrast,0.8571428571428571,0.5714285714285714,7,0,0
53,106,firsthalf,Two Contrasts Shared,0.8333333333333334,0.4166666666666667,12,0,0
53,106,firsthalf,Two Contrasts Privileged,0.8,0.6,5,0,0
53,106,firsthalf,One Contrast,1,0.3333333333333333,6,0,0
53,106,secondhalf,Two Contrasts Shared,0.5,0.7857142857142857,14,0,0
53,106,secondhalf,Two Contrasts Privileged,1,0.5714285714285714,7,0,0
53,106,secondhalf,One Contrast,1,0.25,8,0,0
53,107,firsthalf,Two Contrasts Shared,0.9230769230769231,0.23076923076923078,13,0,0
53,107,firsthalf,Two Contrasts Privileged,1,0.2857142857142857,7,0,0
53,107,firsthalf,One Contrast,1,0.3333333333333333,6,0,0
53,107,secondhalf,Two Contrasts Shared,0.2857142857142857,0.2857142857142857,14,0,0
53,107,secondhalf,Two Contrasts Privileged,0.75,0.375,8,0,0
53,107,secondhalf,One Contrast,0.5,0.5,8,0,0
54,108,firsthalf,Two Contrasts Shared,1,0.6428571428571429,14,0,0
54,108,firsthalf,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,6,0,0
54,108,firsthalf,One Contrast,0.5714285714285714,0.5714285714285714,7,0,0
54,108,secondhalf,Two Contrasts Shared,0.7333333333333333,0.4666666666666667,15,0,0
54,108,secondhalf,Two Contrasts Privileged,0.875,0.25,8,0,0
54,108,secondhalf,One Contrast,0.4444444444444444,0.6666666666666666,9,0,0
54,109,firsthalf,Two Contrasts Shared,0.6666666666666666,0.5555555555555556,9,0,0
54,109,firsthalf,Two Contrasts Privileged,0.8333333333333334,1,6,0,0
54,109,firsthalf,One Contrast,0.5,0.5,6,0,0
54,109,secondhalf,Two Contrasts Shared,0.9090909090909091,0.18181818181818182,11,0,0
54,109,secondhalf,Two Contrasts Privileged,1,0.42857142857142855,7,0,0
54,109,secondhalf,One Contrast,0.75,0.375,8,0,0
55,110,firsthalf,Two Contrasts Shared,0.6428571428571429,0.5,14,0,0
55,110,firsthalf,Two Contrasts Privileged,1,0.42857142857142855,7,0,0
55,110,firsthalf,One Contrast,1,0.2857142857142857,7,0,0
55,110,secondhalf,Two Contrasts Shared,0.8125,0.5,16,0,0
55,110,secondhalf,Two Contrasts Privileged,0.8888888888888888,0.3333333333333333,9,0,0
55,110,secondhalf,One Contrast,1,0.2222222222222222,9,0,0
55,111,firsthalf,Two Contrasts Shared,0.8571428571428571,0.5714285714285714,14,0,0
55,111,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
55,111,firsthalf,One Contrast,0.7142857142857143,0.5714285714285714,7,0,0
55,111,secondhalf,Two Contrasts Shared,0.8,0.6666666666666666,15,0,0
55,111,secondhalf,Two Contrasts Privileged,0.875,0.625,8,0,0
55,111,secondhalf,One Contrast,0.6666666666666666,0.1111111111111111,9,0,0
56,112,firsthalf,Two Contrasts Shared,0.6153846153846154,0.5384615384615384,13,0,0
56,112,firsthalf,Two Contrasts Privileged,0.5714285714285714,0.5714285714285714,7,0,0
56,112,firsthalf,One Contrast,1,0.4,5,0,0
56,112,secondhalf,Two Contrasts Shared,0.7333333333333333,0.5333333333333333,15,0,0
56,112,secondhalf,Two Contrasts Privileged,0.4444444444444444,0.5555555555555556,9,0,0
56,112,secondhalf,One Contrast,0.6666666666666666,0.6666666666666666,6,0,0
56,113,firsthalf,Two Contrasts Shared,0.5333333333333333,0.6666666666666666,15,0,0
56,113,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.42857142857142855,7,0,0
56,113,firsthalf,One Contrast,0.8333333333333334,0.5,6,0,0
56,113,secondhalf,Two Contrasts Shared,0.625,0.5,16,0,0
56,113,secondhalf,Two Contrasts Privileged,0.75,0.125,8,0,0
56,113,secondhalf,One Contrast,0.875,0.5,8,0,0
57,114,firsthalf,Two Contrasts Shared,0.8333333333333334,0.4166666666666667,12,0,0
57,114,firsthalf,Two Contrasts Privileged,0.8,0.6,5,0,0
57,114,firsthalf,One Contrast,1,0.2,5,0,0
57,114,secondhalf,Two Contrasts Shared,0.9230769230769231,0.38461538461538464,13,0,0
57,114,secondhalf,Two Contrasts Privileged,0.6666666666666666,0.5,6,0,0
57,114,secondhalf,One Contrast,0.8571428571428571,0,7,0,0
57,115,firsthalf,Two Contrasts Shared,0.9285714285714286,0.42857142857142855,14,0,0
57,115,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.7142857142857143,7,0,0
57,115,firsthalf,One Contrast,0.8333333333333334,0,6,0,0
57,115,secondhalf,Two Contrasts Shared,0.7333333333333333,0.5333333333333333,15,0,0
57,115,secondhalf,Two Contrasts Privileged,1,0.375,8,0,0
57,115,secondhalf,One Contrast,1,0.375,8,0,0
58,116,firsthalf,Two Contrasts Shared,0.8,0.2,10,0,0
58,116,firsthalf,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,3,0,0
58,116,firsthalf,One Contrast,1,0.75,4,0,0
58,116,secondhalf,Two Contrasts Shared,0.5833333333333334,0.3333333333333333,12,0,0
58,116,secondhalf,Two Contrasts Privileged,1,0.2,5,0,0
58,116,secondhalf,One Contrast,1,0.16666666666666666,6,0,0
58,117,firsthalf,Two Contrasts Shared,0.8181818181818182,0.45454545454545453,11,0,0
58,117,firsthalf,Two Contrasts Privileged,0.6,0.6,5,0,0
58,117,firsthalf,One Contrast,1,0.2,5,0,0
58,117,secondhalf,Two Contrasts Shared,0.8461538461538461,0.5384615384615384,13,0,0
58,117,secondhalf,Two Contrasts Privileged,0.7142857142857143,0.42857142857142855,7,0,0
58,117,secondhalf,One Contrast,0.8571428571428571,0.5714285714285714,7,0,0
59,118,firsthalf,Two Contrasts Shared,0.9230769230769231,0.46153846153846156,13,0,0
59,118,firsthalf,Two Contrasts Privileged,1,0.8333333333333334,6,0,0
59,118,firsthalf,One Contrast,1,0.14285714285714285,7,0,0
59,118,secondhalf,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,14,0,0
59,118,secondhalf,Two Contrasts Privileged,0.875,0.625,8,0,0
59,118,secondhalf,One Contrast,0.7777777777777778,0.5555555555555556,9,0,0
59,119,firsthalf,Two Contrasts Shared,0.8461538461538461,0.38461538461538464,13,0,0
59,119,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
59,119,firsthalf,One Contrast,0.7142857142857143,0.42857142857142855,7,0,0
59,119,secondhalf,Two Contrasts Shared,0.7857142857142857,0.07142857142857142,14,0,0
59,119,secondhalf,Two Contrasts Privileged,0.7142857142857143,0.14285714285714285,7,0,0
59,119,secondhalf,One Contrast,0.75,0.25,8,0,0
60,120,firsthalf,Two Contrasts Shared,0.9230769230769231,0.38461538461538464,13,0,0
60,120,firsthalf,Two Contrasts Privileged,0.8,0.6,5,0,0
60,120,firsthalf,One Contrast,1,0.42857142857142855,7,0,0
60,120,secondhalf,Two Contrasts Shared,0.7142857142857143,0.21428571428571427,14,0,0
60,120,secondhalf,Two Contrasts Privileged,0.7142857142857143,0.42857142857142855,7,0,0
60,120,secondhalf,One Contrast,0.875,0.375,8,0,0
60,121,firsthalf,Two Contrasts Shared,0.6923076923076923,0.3076923076923077,13,0,0
60,121,firsthalf,Two Contrasts Privileged,0.6666666666666666,0.6666666666666666,6,0,0
60,121,firsthalf,One Contrast,1,0,7,0,0
60,121,secondhalf,Two Contrasts Shared,0.6666666666666666,0.5333333333333333,15,0,0
60,121,secondhalf,Two Contrasts Privileged,0.75,0.125,8,0,0
60,121,secondhalf,One Contrast,1,0.3333333333333333,9,0,0
61,122,firsthalf,Two Contrasts Shared,0.6153846153846154,0.5384615384615384,13,0,0
61,122,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.42857142857142855,7,0,0
61,122,firsthalf,One Contrast,1,0.16666666666666666,6,0,0
61,122,secondhalf,Two Contrasts Shared,0.8666666666666667,0.4,15,0,0
61,122,secondhalf,Two Contrasts Privileged,0.4444444444444444,0.5555555555555556,9,0,0
61,122,secondhalf,One Contrast,0.875,0,8,0,0
61,123,firsthalf,Two Contrasts Shared,0.7857142857142857,0.5,14,0,0
61,123,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.5714285714285714,7,0,0
