pair,listener,crit_half,condition,prop_target_fix,prop_compet_fix,num_trials,numtNA,numcNA
61,123,firsthalf,One Contrast,1,0.3333333333333333,6,0,0
61,123,secondhalf,Two Contrasts Shared,0.7333333333333333,0.3333333333333333,15,0,0
61,123,secondhalf,Two Contrasts Privileged,0.875,0.25,8,0,0
61,123,secondhalf,One Contrast,0.875,0.375,8,0,0
62,124,firsthalf,Two Contrasts Shared,0.75,0.4166666666666667,12,0,0
62,124,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
62,124,firsthalf,One Contrast,0.8333333333333334,0,6,0,0
62,124,secondhalf,Two Contrasts Shared,0.7857142857142857,0.2857142857142857,14,0,0
62,124,secondhalf,Two Contrasts Privileged,1,0.25,8,0,0
62,124,secondhalf,One Contrast,0.75,0.25,8,0,0
62,125,firsthalf,Two Contrasts Shared,0.7692307692307693,0.5384615384615384,13,0,0
62,125,firsthalf,Two Contrasts Privileged,1,0,5,0,0
62,125,firsthalf,One Contrast,0.8571428571428571,0.2857142857142857,7,0,0
62,125,secondhalf,Two Contrasts Shared,0.9333333333333333,0.4666666666666667,15,0,0
62,125,secondhalf,Two Contrasts Privileged,0.8333333333333334,0.3333333333333333,6,0,0
62,125,secondhalf,One Contrast,0.75,0.375,8,0,0
63,126,firsthalf,Two Contrasts Shared,0.8,0.4666666666666667,15,0,0
63,126,firsthalf,Two Contrasts Privileged,0.5,0.6666666666666666,6,0,0
63,126,firsthalf,One Contrast,0.8571428571428571,0.14285714285714285,7,0,0
63,126,secondhalf,Two Contrasts Shared,0.75,0.375,16,0,0
63,126,secondhalf,Two Contrasts Privileged,0.625,0.625,8,0,0
63,126,secondhalf,One Contrast,0.7777777777777778,0.1111111111111111,9,0,0
63,127,firsthalf,Two Contrasts Shared,0.8,0.4,15,0,0
63,127,firsthalf,Two Contrasts Privileged,1,0.2857142857142857,7,0,0
63,127,firsthalf,One Contrast,1,0.16666666666666666,6,0,0
63,127,secondhalf,Two Contrasts Shared,0.8125,0.375,16,0,0
63,127,secondhalf,Two Contrasts Privileged,0.625,0.375,8,0,0
63,127,secondhalf,One Contrast,0.875,0.125,8,0,0
64,128,firsthalf,Two Contrasts Shared,0.9090909090909091,0.36363636363636365,11,0,0
64,128,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.42857142857142855,7,0,0
64,128,firsthalf,One Contrast,0.5,0.5,4,0,0
64,128,secondhalf,Two Contrasts Shared,0.8461538461538461,0.3076923076923077,13,0,0
64,128,secondhalf,Two Contrasts Privileged,0.5,0.5,8,0,0
64,128,secondhalf,One Contrast,0.8,0,5,0,0
64,129,firsthalf,Two Contrasts Shared,0.8333333333333334,0.5833333333333334,12,0,0
64,129,firsthalf,Two Contrasts Privileged,1,0.4,5,0,0
64,129,firsthalf,One Contrast,0.6,0.6,5,0,0
64,129,secondhalf,Two Contrasts Shared,0.8571428571428571,0.5714285714285714,14,0,0
64,129,secondhalf,Two Contrasts Privileged,0.8333333333333334,0.5,6,0,0
64,129,secondhalf,One Contrast,0.5,0.5,6,0,0
65,130,firsthalf,Two Contrasts Shared,0.7692307692307693,0.46153846153846156,13,0,0
65,130,firsthalf,Two Contrasts Privileged,1,0.16666666666666666,6,0,0
65,130,firsthalf,One Contrast,0.5714285714285714,0.5714285714285714,7,0,0
65,130,secondhalf,Two Contrasts Shared,0.8666666666666667,0.4,15,0,0
65,130,secondhalf,Two Contrasts Privileged,0.5714285714285714,0.5714285714285714,7,0,0
65,130,secondhalf,One Contrast,0.75,0.5,8,0,0
65,131,firsthalf,Two Contrasts Shared,1,0.3333333333333333,12,0,0
65,131,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.16666666666666666,6,0,0
65,131,firsthalf,One Contrast,0.5714285714285714,0.42857142857142855,7,0,0
65,131,secondhalf,Two Contrasts Shared,0.6153846153846154,0.38461538461538464,13,0,0
65,131,secondhalf,Two Contrasts Privileged,0.875,0.375,8,0,0
65,131,secondhalf,One Contrast,0.75,0.25,8,0,0
66,132,firsthalf,Two Contrasts Shared,0.75,0.3333333333333333,12,0,0
66,132,firsthalf,Two Contrasts Privileged,0.4,0.6,5,0,0
66,132,firsthalf,One Contrast,1,0.6,5,0,0
66,132,secondhalf,Two Contrasts Shared,0.7692307692307693,0.3076923076923077,13,0,0
66,132,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.14285714285714285,7,0,0
66,132,secondhalf,One Contrast,0.7142857142857143,0,7,0,0
66,133,firsthalf,Two Contrasts Shared,0.75,0.5833333333333334,12,0,0
66,133,firsthalf,Two Contrasts Privileged,0.8,1,5,0,0
66,133,firsthalf,One Contrast,0.8,0.6,5,0,0
66,133,secondhalf,Two Contrasts Shared,0.5384615384615384,0.38461538461538464,13,0,0
66,133,secondhalf,Two Contrasts Privileged,0.5,0.16666666666666666,6,0,0
66,133,secondhalf,One Contrast,0.8333333333333334,0,6,0,0
67,134,firsthalf,Two Contrasts Shared,0.9285714285714286,0.5,14,0,0
67,134,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.14285714285714285,7,0,0
67,134,firsthalf,One Contrast,0.8571428571428571,0.42857142857142855,7,0,0
67,134,secondhalf,Two Contrasts Shared,0.9333333333333333,0.5333333333333333,15,0,0
67,134,secondhalf,Two Contrasts Privileged,0.875,0.625,8,0,0
67,134,secondhalf,One Contrast,0.875,0.5,8,0,0
67,135,firsthalf,Two Contrasts Shared,0.9285714285714286,0.7857142857142857,14,0,0
67,135,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.5714285714285714,7,0,0
67,135,firsthalf,One Contrast,1,0.42857142857142855,7,0,0
67,135,secondhalf,Two Contrasts Shared,0.8666666666666667,0.5333333333333333,15,0,0
67,135,secondhalf,Two Contrasts Privileged,0.6666666666666666,0.5555555555555556,9,0,0
67,135,secondhalf,One Contrast,1,0.125,8,0,0
69,138,firsthalf,Two Contrasts Shared,0.8,0.3,10,0,0
69,138,firsthalf,Two Contrasts Privileged,1,0.5,6,0,0
69,138,firsthalf,One Contrast,0.8,0,5,0,0
69,138,secondhalf,Two Contrasts Shared,0.7272727272727273,0.2727272727272727,11,0,0
69,138,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.5714285714285714,7,0,0
69,138,secondhalf,One Contrast,1,0.42857142857142855,7,0,0
69,139,firsthalf,Two Contrasts Shared,0.5,0.5,14,0,0
69,139,firsthalf,Two Contrasts Privileged,0.5714285714285714,0.2857142857142857,7,0,0
69,139,firsthalf,One Contrast,0.8333333333333334,0.3333333333333333,6,0,0
69,139,secondhalf,Two Contrasts Shared,0.8,0.26666666666666666,15,0,0
69,139,secondhalf,Two Contrasts Privileged,0.5,0.25,8,0,0
69,139,secondhalf,One Contrast,0.5,0.25,8,0,0
70,140,firsthalf,Two Contrasts Shared,0.6,0.6,15,0,0
70,140,firsthalf,Two Contrasts Privileged,0.42857142857142855,0.8571428571428571,7,0,0
70,140,firsthalf,One Contrast,0.5714285714285714,0.42857142857142855,7,0,0
70,140,secondhalf,Two Contrasts Shared,0.5625,0.375,16,0,0
70,140,secondhalf,Two Contrasts Privileged,0.5555555555555556,0.5555555555555556,9,0,0
70,140,secondhalf,One Contrast,0.625,0.75,8,0,0
70,141,firsthalf,Two Contrasts Shared,0.8333333333333334,0.5,12,0,0
70,141,firsthalf,Two Contrasts Privileged,0.75,0.75,4,0,0
70,141,firsthalf,One Contrast,1,0,5,0,0
70,141,secondhalf,Two Contrasts Shared,0.8461538461538461,0.7692307692307693,13,0,0
70,141,secondhalf,Two Contrasts Privileged,1,0.3333333333333333,6,0,0
70,141,secondhalf,One Contrast,0.7142857142857143,0.2857142857142857,7,0,0
72,144,firsthalf,Two Contrasts Shared,0.9166666666666666,0.4166666666666667,12,0,0
72,144,firsthalf,Two Contrasts Privileged,0.8,0.4,5,0,0
72,144,firsthalf,One Contrast,1,0.16666666666666666,6,0,0
72,144,secondhalf,Two Contrasts Shared,0.8461538461538461,0.3076923076923077,13,0,0
72,144,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.42857142857142855,7,0,0
72,144,secondhalf,One Contrast,0.5,0.375,8,0,0
72,145,firsthalf,Two Contrasts Shared,0.9285714285714286,0.5,14,0,0
72,145,firsthalf,Two Contrasts Privileged,1,0.14285714285714285,7,0,0
72,145,firsthalf,One Contrast,1,0.2857142857142857,7,0,0
72,145,secondhalf,Two Contrasts Shared,0.8666666666666667,0.6666666666666666,15,0,0
72,145,secondhalf,Two Contrasts Privileged,0.875,0.375,8,0,0
72,145,secondhalf,One Contrast,0.875,0.25,8,0,0
74,148,firsthalf,Two Contrasts Shared,1,0.38461538461538464,13,0,0
74,148,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.3333333333333333,6,0,0
74,148,firsthalf,One Contrast,0.8333333333333334,0.5,6,0,0
74,148,secondhalf,Two Contrasts Shared,0.7857142857142857,0.14285714285714285,14,0,0
74,148,secondhalf,Two Contrasts Privileged,0.875,0.25,8,0,0
74,148,secondhalf,One Contrast,1,0.5714285714285714,7,0,0
74,149,firsthalf,Two Contrasts Shared,0.8571428571428571,0.6428571428571429,14,0,0
74,149,firsthalf,Two Contrasts Privileged,0.6666666666666666,1,6,0,0
74,149,firsthalf,One Contrast,0.7142857142857143,0.7142857142857143,7,0,0
74,149,secondhalf,Two Contrasts Shared,0.8125,0.375,16,0,0
74,149,secondhalf,Two Contrasts Privileged,0.75,0.5,8,0,0
74,149,secondhalf,One Contrast,0.8888888888888888,0.3333333333333333,9,0,0
75,150,firsthalf,Two Contrasts Shared,0.6153846153846154,0.46153846153846156,13,0,0
75,150,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.3333333333333333,6,0,0
75,150,firsthalf,One Contrast,1,0,5,0,0
75,150,secondhalf,Two Contrasts Shared,0.7142857142857143,0.5714285714285714,14,0,0
75,150,secondhalf,Two Contrasts Privileged,0.75,0.5,8,0,0
75,150,secondhalf,One Contrast,0.8333333333333334,0.5,6,0,0
75,151,firsthalf,Two Contrasts Shared,0.8333333333333334,0.5,12,0,0
75,151,firsthalf,Two Contrasts Privileged,1,0.6666666666666666,6,0,0
75,151,firsthalf,One Contrast,0.8333333333333334,0.3333333333333333,6,0,0
75,151,secondhalf,Two Contrasts Shared,0.7692307692307693,0.15384615384615385,13,0,0
75,151,secondhalf,Two Contrasts Privileged,0.625,0.25,8,0,0
75,151,secondhalf,One Contrast,0.625,0.375,8,0,0
76,152,firsthalf,Two Contrasts Shared,0.9285714285714286,0.2857142857142857,14,0,0
76,152,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.16666666666666666,6,0,0
76,152,firsthalf,One Contrast,0.5714285714285714,0.2857142857142857,7,0,0
76,152,secondhalf,Two Contrasts Shared,0.75,0.4375,16,0,0
76,152,secondhalf,Two Contrasts Privileged,1,0.375,8,0,0
76,152,secondhalf,One Contrast,0.5555555555555556,0.4444444444444444,9,0,0
76,153,firsthalf,Two Contrasts Shared,0.7333333333333333,0.6,15,0,0
76,153,firsthalf,Two Contrasts Privileged,0.5714285714285714,0.42857142857142855,7,0,0
76,153,firsthalf,One Contrast,1,0.2857142857142857,7,0,0
76,153,secondhalf,Two Contrasts Shared,0.875,0.4375,16,0,0
76,153,secondhalf,Two Contrasts Privileged,0.375,0.5,8,0,0
76,153,secondhalf,One Contrast,0.625,0.25,8,0,0
77,154,firsthalf,Two Contrasts Shared,0.6666666666666666,0.5833333333333334,12,0,0
77,154,firsthalf,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,6,0,0
77,154,firsthalf,One Contrast,0.6666666666666666,0.6666666666666666,6,0,0
77,154,secondhalf,Two Contrasts Shared,0.5714285714285714,0.21428571428571427,14,0,0
77,154,secondhalf,Two Contrasts Privileged,0.5714285714285714,0.42857142857142855,7,0,0
77,154,secondhalf,One Contrast,0.5714285714285714,0.42857142857142855,7,0,0
77,155,firsthalf,Two Contrasts Shared,0.7142857142857143,0.6428571428571429,14,0,0
77,155,firsthalf,Two Contrasts Privileged,1,1,6,0,0
77,155,firsthalf,One Contrast,0.8333333333333334,0.6666666666666666,6,0,0
77,155,secondhalf,Two Contrasts Shared,0.8,0.4666666666666667,15,0,0
77,155,secondhalf,Two Contrasts Privileged,1,0.25,8,0,0
77,155,secondhalf,One Contrast,0.75,0.25,8,0,0
78,156,firsthalf,Two Contrasts Shared,0.46153846153846156,0.3076923076923077,13,0,0
78,156,firsthalf,Two Contrasts Privileged,0.6666666666666666,0.3333333333333333,6,0,0
78,156,firsthalf,One Contrast,0.75,0,4,0,0
78,156,secondhalf,Two Contrasts Shared,0.7142857142857143,0.35714285714285715,14,0,0
78,156,secondhalf,Two Contrasts Privileged,0.75,0.625,8,0,0
78,156,secondhalf,One Contrast,0.8333333333333334,0.16666666666666666,6,0,0
78,157,firsthalf,Two Contrasts Shared,1,0.4166666666666667,12,0,0
78,157,firsthalf,Two Contrasts Privileged,0.8,0.6,5,0,0
78,157,firsthalf,One Contrast,0.7142857142857143,0.5714285714285714,7,0,0
78,157,secondhalf,Two Contrasts Shared,0.8461538461538461,0.6153846153846154,13,0,0
78,157,secondhalf,Two Contrasts Privileged,0.7142857142857143,0.7142857142857143,7,0,0
78,157,secondhalf,One Contrast,1,0.375,8,0,0
79,158,firsthalf,Two Contrasts Shared,0.75,0.5833333333333334,12,0,0
79,158,firsthalf,Two Contrasts Privileged,1,0.5714285714285714,7,0,0
79,158,firsthalf,One Contrast,0.8571428571428571,0.2857142857142857,7,0,0
79,158,secondhalf,Two Contrasts Shared,0.7692307692307693,0.38461538461538464,13,0,0
79,158,secondhalf,Two Contrasts Privileged,1,0.375,8,0,0
79,158,secondhalf,One Contrast,0.8888888888888888,0.2222222222222222,9,0,0
79,159,firsthalf,Two Contrasts Shared,0.7692307692307693,0.46153846153846156,13,0,0
79,159,firsthalf,Two Contrasts Privileged,0.42857142857142855,0.5714285714285714,7,0,0
79,159,firsthalf,One Contrast,1,0.14285714285714285,7,0,0
79,159,secondhalf,Two Contrasts Shared,0.8666666666666667,0.3333333333333333,15,0,0
79,159,secondhalf,Two Contrasts Privileged,0.875,0,8,0,0
79,159,secondhalf,One Contrast,0.7777777777777778,0.4444444444444444,9,0,0
80,160,firsthalf,Two Contrasts Shared,0.9285714285714286,0.5,14,0,0
80,160,firsthalf,Two Contrasts Privileged,1,0.2,5,0,0
80,160,firsthalf,One Contrast,1,0.3333333333333333,6,0,0
80,160,secondhalf,Two Contrasts Shared,0.75,0.4375,16,0,0
80,160,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.14285714285714285,7,0,0
80,160,secondhalf,One Contrast,0.7142857142857143,0.14285714285714285,7,0,0
80,161,firsthalf,Two Contrasts Shared,0.6153846153846154,0.46153846153846156,13,0,0
80,161,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.5714285714285714,7,0,0
80,161,firsthalf,One Contrast,0.8,0.2,5,0,0
80,161,secondhalf,Two Contrasts Shared,0.7857142857142857,0.42857142857142855,14,0,0
80,161,secondhalf,Two Contrasts Privileged,0.75,0.125,8,0,0
80,161,secondhalf,One Contrast,1,0,7,0,0
81,162,firsthalf,Two Contrasts Shared,0.8333333333333334,0.3333333333333333,12,0,0
81,162,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.42857142857142855,7,0,0
81,162,firsthalf,One Contrast,1,0.16666666666666666,6,0,0
81,162,secondhalf,Two Contrasts Shared,0.9285714285714286,0.5,14,0,0
81,162,secondhalf,Two Contrasts Privileged,0.875,0.5,8,0,0
81,162,secondhalf,One Contrast,0.875,0.125,8,0,0
81,163,firsthalf,Two Contrasts Shared,0.9230769230769231,0.5384615384615384,13,0,0
81,163,firsthalf,Two Contrasts Privileged,1,0.16666666666666666,6,0,0
81,163,firsthalf,One Contrast,1,0,6,0,0
81,163,secondhalf,Two Contrasts Shared,0.7333333333333333,0.3333333333333333,15,0,0
81,163,secondhalf,Two Contrasts Privileged,1,0.125,8,0,0
81,163,secondhalf,One Contrast,0.8571428571428571,0.2857142857142857,7,0,0
83,166,firsthalf,Two Contrasts Shared,0.8461538461538461,0.38461538461538464,13,0,0
83,166,firsthalf,Two Contrasts Privileged,1,0.42857142857142855,7,0,0
83,166,firsthalf,One Contrast,1,0.2857142857142857,7,0,0
83,166,secondhalf,Two Contrasts Shared,0.8666666666666667,0.4666666666666667,15,0,0
83,166,secondhalf,Two Contrasts Privileged,0.75,0.375,8,0,0
83,166,secondhalf,One Contrast,1,0.25,8,0,0
83,167,firsthalf,Two Contrasts Shared,0.7857142857142857,0.42857142857142855,14,0,0
83,167,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.8333333333333334,6,0,0
83,167,firsthalf,One Contrast,0.6666666666666666,0.8333333333333334,6,0,0
83,167,secondhalf,Two Contrasts Shared,0.8666666666666667,0.5333333333333333,15,0,0
83,167,secondhalf,Two Contrasts Privileged,0.7142857142857143,0.7142857142857143,7,0,0
83,167,secondhalf,One Contrast,0.875,0.375,8,0,0
84,168,firsthalf,Two Contrasts Shared,0.7857142857142857,0.5714285714285714,14,0,0
84,168,firsthalf,Two Contrasts Privileged,1,0.5,6,0,0
84,168,firsthalf,One Contrast,1,0.3333333333333333,6,0,0
84,168,secondhalf,Two Contrasts Shared,0.9333333333333333,0.6,15,0,0
84,168,secondhalf,Two Contrasts Privileged,0.5714285714285714,0.5714285714285714,7,0,0
84,168,secondhalf,One Contrast,0.875,0.5,8,0,0
84,169,firsthalf,Two Contrasts Shared,0.7857142857142857,0.6428571428571429,14,0,0
84,169,firsthalf,Two Contrasts Privileged,1,1,6,0,0
84,169,firsthalf,One Contrast,0.8333333333333334,0.5,6,0,0
84,169,secondhalf,Two Contrasts Shared,0.75,0.4375,16,0,0
84,169,secondhalf,Two Contrasts Privileged,0.625,0.625,8,0,0
84,169,secondhalf,One Contrast,0.7142857142857143,0.14285714285714285,7,0,0
85,170,firsthalf,Two Contrasts Shared,0.8461538461538461,0.46153846153846156,13,0,0
85,170,firsthalf,Two Contrasts Privileged,0.5,0.5,6,0,0
85,170,firsthalf,One Contrast,0.8333333333333334,0.16666666666666666,6,0,0
85,170,secondhalf,Two Contrasts Shared,0.7333333333333333,0.7333333333333333,15,0,0
85,170,secondhalf,Two Contrasts Privileged,0.875,0.375,8,0,0
85,170,secondhalf,One Contrast,1,0.25,8,0,0
85,171,firsthalf,Two Contrasts Shared,0.8666666666666667,0.7333333333333333,15,0,0
85,171,firsthalf,Two Contrasts Privileged,1,0.6666666666666666,6,0,0
85,171,firsthalf,One Contrast,0.8571428571428571,0.42857142857142855,7,0,0
85,171,secondhalf,Two Contrasts Shared,0.75,0.375,16,0,0
85,171,secondhalf,Two Contrasts Privileged,0.75,0.375,8,0,0
85,171,secondhalf,One Contrast,0.8888888888888888,0.5555555555555556,9,0,0
86,172,firsthalf,Two Contrasts Shared,0.42857142857142855,0.2857142857142857,14,0,0
86,172,firsthalf,Two Contrasts Privileged,0.6,0.6,5,0,0
86,172,firsthalf,One Contrast,0.5,0.6666666666666666,6,0,0
86,172,secondhalf,Two Contrasts Shared,0.26666666666666666,0.2,15,0,0
86,172,secondhalf,Two Contrasts Privileged,0.2857142857142857,0.7142857142857143,7,0,0
86,172,secondhalf,One Contrast,0.5714285714285714,0.2857142857142857,7,0,0
86,173,firsthalf,Two Contrasts Shared,0.7272727272727273,0.2727272727272727,11,0,0
86,173,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.7142857142857143,7,0,0
86,173,firsthalf,One Contrast,0.8571428571428571,0.14285714285714285,7,0,0
86,173,secondhalf,Two Contrasts Shared,0.8461538461538461,0.38461538461538464,13,0,0
86,173,secondhalf,Two Contrasts Privileged,0.875,0.625,8,0,0
86,173,secondhalf,One Contrast,0.8888888888888888,0.2222222222222222,9,0,0
87,184,firsthalf,Two Contrasts Shared,0.7692307692307693,0.5384615384615384,13,0,0
87,184,firsthalf,Two Contrasts Privileged,0.7142857142857143,0.14285714285714285,7,0,0
87,184,firsthalf,One Contrast,0.7142857142857143,0.14285714285714285,7,0,0
87,184,secondhalf,Two Contrasts Shared,0.7857142857142857,0.5,14,0,0
87,184,secondhalf,Two Contrasts Privileged,0.75,0.125,8,0,0
87,184,secondhalf,One Contrast,0.8888888888888888,0.2222222222222222,9,0,0
87,185,firsthalf,Two Contrasts Shared,0.6153846153846154,0.6153846153846154,13,0,0
87,185,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.3333333333333333,6,0,0
87,185,firsthalf,One Contrast,0.3333333333333333,0.5,6,0,0
87,185,secondhalf,Two Contrasts Shared,0.9333333333333333,0.4,15,0,0
87,185,secondhalf,Two Contrasts Privileged,1,0.75,8,0,0
87,185,secondhalf,One Contrast,0.75,0.25,8,0,0
88,176,firsthalf,Two Contrasts Shared,0.8333333333333334,0.3333333333333333,12,0,0
88,176,firsthalf,Two Contrasts Privileged,1,0.5,6,0,0
88,176,firsthalf,One Contrast,0.8333333333333334,0,6,0,0
88,176,secondhalf,Two Contrasts Shared,0.6153846153846154,0.38461538461538464,13,0,0
88,176,secondhalf,Two Contrasts Privileged,1,0.2857142857142857,7,0,0
88,176,secondhalf,One Contrast,0.5714285714285714,0.14285714285714285,7,0,0
88,177,firsthalf,Two Contrasts Shared,0.75,0.4166666666666667,12,0,0
88,177,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.8333333333333334,6,0,0
88,177,firsthalf,One Contrast,1,0.25,4,0,0
88,177,secondhalf,Two Contrasts Shared,0.7142857142857143,0.42857142857142855,14,0,0
88,177,secondhalf,Two Contrasts Privileged,0.7142857142857143,0.5714285714285714,7,0,0
88,177,secondhalf,One Contrast,0.8,0.4,5,0,0
89,178,firsthalf,Two Contrasts Shared,0.8333333333333334,0.5,12,0,0
89,178,firsthalf,Two Contrasts Privileged,0.8333333333333334,0.6666666666666666,6,0,0
89,178,firsthalf,One Contrast,1,0,7,0,0
89,178,secondhalf,Two Contrasts Shared,0.5714285714285714,0.5,14,0,0
89,178,secondhalf,Two Contrasts Privileged,0.8571428571428571,0.14285714285714285,7,0,0
89,178,secondhalf,One Contrast,0.875,0.125,8,0,0
89,179,firsthalf,Two Contrasts Shared,0.875,0.25,8,0,0
89,179,firsthalf,Two Contrasts Privileged,1,0.75,4,0,0
89,179,firsthalf,One Contrast,1,0.5,6,0,0
89,179,secondhalf,Two Contrasts Shared,1,0.4444444444444444,9,0,0
89,179,secondhalf,Two Contrasts Privileged,1,0.5,6,0,0
89,179,secondhalf,One Contrast,1,0.125,8,0,0
90,180,firsthalf,Two Contrasts Shared,0.75,0.75,12,0,0
90,180,firsthalf,Two Contrasts Privileged,0.8571428571428571,0.7142857142857143,7,0,0
90,180,firsthalf,One Contrast,1,0.16666666666666666,6,0,0
90,180,secondhalf,Two Contrasts Shared,0.7857142857142857,0.35714285714285715,14,0,0
90,180,secondhalf,Two Contrasts Privileged,0.75,0.625,8,0,0
90,180,secondhalf,One Contrast,0.875,0.125,8,0,0
90,181,firsthalf,Two Contrasts Shared,0.9285714285714286,0.42857142857142855,14,0,0
90,181,firsthalf,Two Contrasts Privileged,1,0.3333333333333333,6,0,0
90,181,firsthalf,One Contrast,0.6,0.6,5,0,0
90,181,secondhalf,Two Contrasts Shared,0.75,0.4375,16,0,0
90,181,secondhalf,Two Contrasts Privileged,0.5,0.375,8,0,0
90,181,secondhalf,One Contrast,0.5714285714285714,0,7,0,0
