pair,speaker,crit_half,crit_order_bin,condition,prop_size_adj_use,num_trials,num_NA
25,49,secondhalf,3,One Contrast Privileged,0.75,4,0
25,49,secondhalf,3,Two Contrasts Shared,1,8,0
25,49,secondhalf,4,No Contrast,0,5,0
25,49,secondhalf,4,One Contrast Privileged,0.2,5,0
25,49,secondhalf,4,Two Contrasts Shared,1,9,0
25,50,firsthalf,1,No Contrast,0,3,0
25,50,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
25,50,firsthalf,1,Two Contrasts Shared,1,7,0
25,50,firsthalf,2,No Contrast,0,4,0
25,50,firsthalf,2,One Contrast Privileged,1,4,0
25,50,firsthalf,2,Two Contrasts Shared,1,8,0
25,50,secondhalf,3,No Contrast,0,4,0
25,50,secondhalf,3,One Contrast Privileged,1,4,0
25,50,secondhalf,3,Two Contrasts Shared,1,8,0
25,50,secondhalf,4,No Contrast,0,5,0
25,50,secondhalf,4,One Contrast Privileged,1,5,0
25,50,secondhalf,4,Two Contrasts Shared,1,9,0
27,53,firsthalf,1,No Contrast,0,3,0
27,53,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
27,53,firsthalf,1,Two Contrasts Shared,1,7,0
27,53,firsthalf,2,No Contrast,0,4,0
27,53,firsthalf,2,One Contrast Privileged,1,4,0
27,53,firsthalf,2,Two Contrasts Shared,1,8,0
27,53,secondhalf,3,No Contrast,0.25,4,0
27,53,secondhalf,3,One Contrast Privileged,0.75,4,0
27,53,secondhalf,3,Two Contrasts Shared,1,8,0
27,53,secondhalf,4,No Contrast,0,5,0
27,53,secondhalf,4,One Contrast Privileged,0.4,5,0
27,53,secondhalf,4,Two Contrasts Shared,1,9,0
27,54,firsthalf,1,No Contrast,0.3333333333333333,3,0
27,54,firsthalf,1,One Contrast Privileged,1,3,0
27,54,firsthalf,1,Two Contrasts Shared,1,7,0
27,54,firsthalf,2,No Contrast,0,4,0
27,54,firsthalf,2,One Contrast Privileged,0.75,4,0
27,54,firsthalf,2,Two Contrasts Shared,1,8,0
27,54,secondhalf,3,No Contrast,0,4,0
27,54,secondhalf,3,One Contrast Privileged,0.25,4,0
27,54,secondhalf,3,Two Contrasts Shared,1,8,0
27,54,secondhalf,4,No Contrast,0,5,0
27,54,secondhalf,4,One Contrast Privileged,0,5,0
27,54,secondhalf,4,Two Contrasts Shared,1,9,0
28,55,firsthalf,1,No Contrast,0.3333333333333333,3,0
28,55,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
28,55,firsthalf,1,Two Contrasts Shared,1,7,0
28,55,firsthalf,2,No Contrast,0.25,4,0
28,55,firsthalf,2,One Contrast Privileged,0.5,4,0
28,55,firsthalf,2,Two Contrasts Shared,1,8,0
28,55,secondhalf,3,No Contrast,0,4,0
28,55,secondhalf,3,One Contrast Privileged,0.75,4,0
28,55,secondhalf,3,Two Contrasts Shared,0.875,8,0
28,55,secondhalf,4,No Contrast,0,5,0
28,55,secondhalf,4,One Contrast Privileged,1,5,0
28,55,secondhalf,4,Two Contrasts Shared,1,9,0
28,56,firsthalf,1,No Contrast,0,3,0
28,56,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
28,56,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
28,56,firsthalf,2,No Contrast,0,4,0
28,56,firsthalf,2,One Contrast Privileged,0.25,4,0
28,56,firsthalf,2,Two Contrasts Shared,1,8,0
28,56,secondhalf,3,No Contrast,0.25,4,0
28,56,secondhalf,3,One Contrast Privileged,0,4,0
28,56,secondhalf,3,Two Contrasts Shared,0.875,8,0
28,56,secondhalf,4,No Contrast,0.4,5,0
28,56,secondhalf,4,One Contrast Privileged,0.2,5,0
28,56,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
30,59,firsthalf,1,No Contrast,0,3,0
30,59,firsthalf,1,One Contrast Privileged,1,3,0
30,59,firsthalf,1,Two Contrasts Shared,1,7,0
30,59,firsthalf,2,No Contrast,0,4,0
30,59,firsthalf,2,One Contrast Privileged,0.5,4,0
30,59,firsthalf,2,Two Contrasts Shared,1,8,0
30,59,secondhalf,3,No Contrast,0,4,0
30,59,secondhalf,3,One Contrast Privileged,0,4,0
30,59,secondhalf,3,Two Contrasts Shared,1,8,0
30,59,secondhalf,4,No Contrast,0,5,0
30,59,secondhalf,4,One Contrast Privileged,0.2,5,0
30,59,secondhalf,4,Two Contrasts Shared,0.875,9,1
30,60,firsthalf,1,No Contrast,0,3,0
30,60,firsthalf,1,One Contrast Privileged,1,3,0
30,60,firsthalf,1,Two Contrasts Shared,1,7,0
30,60,firsthalf,2,No Contrast,0,4,0
30,60,firsthalf,2,One Contrast Privileged,1,4,0
30,60,firsthalf,2,Two Contrasts Shared,1,8,0
30,60,secondhalf,3,No Contrast,0.25,4,0
30,60,secondhalf,3,One Contrast Privileged,1,4,0
30,60,secondhalf,3,Two Contrasts Shared,1,8,0
30,60,secondhalf,4,No Contrast,0,5,0
30,60,secondhalf,4,One Contrast Privileged,1,5,0
30,60,secondhalf,4,Two Contrasts Shared,1,9,0
31,61,firsthalf,1,No Contrast,0,3,0
31,61,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
31,61,firsthalf,1,Two Contrasts Shared,1,7,0
31,61,firsthalf,2,No Contrast,0,4,0
31,61,firsthalf,2,One Contrast Privileged,0.25,4,0
31,61,firsthalf,2,Two Contrasts Shared,1,8,0
31,61,secondhalf,3,No Contrast,0,4,0
31,61,secondhalf,3,One Contrast Privileged,0,4,0
31,61,secondhalf,3,Two Contrasts Shared,1,8,0
31,61,secondhalf,4,No Contrast,0,5,0
31,61,secondhalf,4,One Contrast Privileged,0,5,0
31,61,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
31,62,firsthalf,1,No Contrast,0.3333333333333333,3,0
31,62,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
31,62,firsthalf,1,Two Contrasts Shared,1,7,0
31,62,firsthalf,2,No Contrast,0,4,0
31,62,firsthalf,2,One Contrast Privileged,0.25,4,0
31,62,firsthalf,2,Two Contrasts Shared,1,8,0
31,62,secondhalf,3,No Contrast,0,4,0
31,62,secondhalf,3,One Contrast Privileged,0,4,0
31,62,secondhalf,3,Two Contrasts Shared,1,8,0
31,62,secondhalf,4,No Contrast,0,5,0
31,62,secondhalf,4,One Contrast Privileged,0,5,0
31,62,secondhalf,4,Two Contrasts Shared,1,9,0
32,63,firsthalf,1,No Contrast,0,3,0
32,63,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
32,63,firsthalf,1,Two Contrasts Shared,1,7,0
32,63,firsthalf,2,No Contrast,0,4,0
32,63,firsthalf,2,One Contrast Privileged,0,4,0
32,63,firsthalf,2,Two Contrasts Shared,1,8,0
32,63,secondhalf,3,No Contrast,0,4,0
32,63,secondhalf,3,One Contrast Privileged,0.25,4,0
32,63,secondhalf,3,Two Contrasts Shared,0.8571428571428571,8,1
32,63,secondhalf,4,No Contrast,0,5,0
32,63,secondhalf,4,One Contrast Privileged,0,5,0
32,63,secondhalf,4,Two Contrasts Shared,1,9,0
32,64,firsthalf,1,No Contrast,0,3,0
32,64,firsthalf,1,One Contrast Privileged,1,3,0
32,64,firsthalf,1,Two Contrasts Shared,1,7,0
32,64,firsthalf,2,No Contrast,0,4,0
32,64,firsthalf,2,One Contrast Privileged,0.75,4,0
32,64,firsthalf,2,Two Contrasts Shared,1,8,0
32,64,secondhalf,3,No Contrast,0.25,4,0
32,64,secondhalf,3,One Contrast Privileged,0.5,4,0
32,64,secondhalf,3,Two Contrasts Shared,0.875,8,0
32,64,secondhalf,4,No Contrast,0,5,0
32,64,secondhalf,4,One Contrast Privileged,0,5,0
32,64,secondhalf,4,Two Contrasts Shared,1,9,0
33,65,firsthalf,1,No Contrast,0,3,0
33,65,firsthalf,1,One Contrast Privileged,1,3,0
33,65,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
33,65,firsthalf,2,No Contrast,0.25,4,0
33,65,firsthalf,2,One Contrast Privileged,1,4,0
33,65,firsthalf,2,Two Contrasts Shared,1,8,0
33,65,secondhalf,3,No Contrast,0,4,0
33,65,secondhalf,3,One Contrast Privileged,0.75,4,0
33,65,secondhalf,3,Two Contrasts Shared,1,8,0
33,65,secondhalf,4,No Contrast,0,5,0
33,65,secondhalf,4,One Contrast Privileged,0.6,5,0
33,65,secondhalf,4,Two Contrasts Shared,1,9,0
33,66,firsthalf,1,No Contrast,0,3,0
33,66,firsthalf,1,One Contrast Privileged,1,3,0
33,66,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
33,66,firsthalf,2,No Contrast,0,4,0
33,66,firsthalf,2,One Contrast Privileged,1,4,0
33,66,firsthalf,2,Two Contrasts Shared,1,8,0
33,66,secondhalf,3,No Contrast,0,4,0
33,66,secondhalf,3,One Contrast Privileged,1,4,0
33,66,secondhalf,3,Two Contrasts Shared,0.875,8,0
33,66,secondhalf,4,No Contrast,0,5,0
33,66,secondhalf,4,One Contrast Privileged,1,5,0
33,66,secondhalf,4,Two Contrasts Shared,1,9,0
34,67,firsthalf,1,No Contrast,0,3,0
34,67,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
34,67,firsthalf,1,Two Contrasts Shared,1,7,0
34,67,firsthalf,2,No Contrast,0,4,0
34,67,firsthalf,2,One Contrast Privileged,0.25,4,0
34,67,firsthalf,2,Two Contrasts Shared,1,8,0
34,67,secondhalf,3,No Contrast,0,4,0
34,67,secondhalf,3,One Contrast Privileged,0,4,0
34,67,secondhalf,3,Two Contrasts Shared,1,8,0
34,67,secondhalf,4,No Contrast,0,5,0
34,67,secondhalf,4,One Contrast Privileged,0,5,0
34,67,secondhalf,4,Two Contrasts Shared,1,9,0
34,68,firsthalf,1,No Contrast,0,3,0
34,68,firsthalf,1,One Contrast Privileged,0,3,0
34,68,firsthalf,1,Two Contrasts Shared,1,7,0
34,68,firsthalf,2,No Contrast,0,4,0
34,68,firsthalf,2,One Contrast Privileged,0,4,0
34,68,firsthalf,2,Two Contrasts Shared,1,8,0
34,68,secondhalf,3,No Contrast,0,4,0
34,68,secondhalf,3,One Contrast Privileged,0,4,0
34,68,secondhalf,3,Two Contrasts Shared,1,8,0
34,68,secondhalf,4,No Contrast,0,5,0
34,68,secondhalf,4,One Contrast Privileged,0,5,0
34,68,secondhalf,4,Two Contrasts Shared,1,9,0
35,69,firsthalf,1,No Contrast,0.3333333333333333,3,0
35,69,firsthalf,1,One Contrast Privileged,1,3,0
35,69,firsthalf,1,Two Contrasts Shared,1,7,0
35,69,firsthalf,2,No Contrast,0.5,4,0
35,69,firsthalf,2,One Contrast Privileged,1,4,0
35,69,firsthalf,2,Two Contrasts Shared,1,8,0
35,69,secondhalf,3,No Contrast,0.5,4,0
35,69,secondhalf,3,One Contrast Privileged,1,4,0
35,69,secondhalf,3,Two Contrasts Shared,1,8,0
35,69,secondhalf,4,No Contrast,0.6,5,0
35,69,secondhalf,4,One Contrast Privileged,1,5,0
35,69,secondhalf,4,Two Contrasts Shared,1,9,0
35,70,firsthalf,1,No Contrast,0.3333333333333333,3,0
35,70,firsthalf,1,One Contrast Privileged,1,3,0
35,70,firsthalf,1,Two Contrasts Shared,1,7,0
35,70,firsthalf,2,No Contrast,0.5,4,0
35,70,firsthalf,2,One Contrast Privileged,0.5,4,0
35,70,firsthalf,2,Two Contrasts Shared,1,8,0
35,70,secondhalf,3,No Contrast,0.75,4,0
35,70,secondhalf,3,One Contrast Privileged,1,4,0
35,70,secondhalf,3,Two Contrasts Shared,1,8,0
35,70,secondhalf,4,No Contrast,0.6,5,0
35,70,secondhalf,4,One Contrast Privileged,0.6,5,0
35,70,secondhalf,4,Two Contrasts Shared,1,9,0
36,72,firsthalf,1,No Contrast,0.3333333333333333,3,0
36,72,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
36,72,firsthalf,1,Two Contrasts Shared,1,7,0
36,72,firsthalf,2,No Contrast,0.25,4,0
36,72,firsthalf,2,One Contrast Privileged,0.75,4,0
36,72,firsthalf,2,Two Contrasts Shared,1,8,0
36,72,secondhalf,3,No Contrast,0.25,4,0
36,72,secondhalf,3,One Contrast Privileged,1,4,0
36,72,secondhalf,3,Two Contrasts Shared,1,8,0
36,72,secondhalf,4,No Contrast,0.2,5,0
36,72,secondhalf,4,One Contrast Privileged,0.6,5,0
36,72,secondhalf,4,Two Contrasts Shared,1,9,0
36,73,firsthalf,1,No Contrast,0,3,0
36,73,firsthalf,1,One Contrast Privileged,1,3,0
36,73,firsthalf,1,Two Contrasts Shared,1,7,0
36,73,firsthalf,2,No Contrast,0,4,0
36,73,firsthalf,2,One Contrast Privileged,0.25,4,0
36,73,firsthalf,2,Two Contrasts Shared,0.875,8,0
36,73,secondhalf,3,No Contrast,0,4,0
36,73,secondhalf,3,One Contrast Privileged,0,4,0
36,73,secondhalf,3,Two Contrasts Shared,1,8,0
36,73,secondhalf,4,No Contrast,0,5,0
36,73,secondhalf,4,One Contrast Privileged,0.2,5,0
36,73,secondhalf,4,Two Contrasts Shared,1,9,0
38,76,firsthalf,1,No Contrast,0,3,0
38,76,firsthalf,1,One Contrast Privileged,1,3,0
38,76,firsthalf,1,Two Contrasts Shared,1,7,0
38,76,firsthalf,2,No Contrast,0.75,4,0
38,76,firsthalf,2,One Contrast Privileged,0.75,4,0
38,76,firsthalf,2,Two Contrasts Shared,1,8,0
38,76,secondhalf,3,No Contrast,0,4,0
38,76,secondhalf,3,One Contrast Privileged,0.75,4,0
38,76,secondhalf,3,Two Contrasts Shared,1,8,0
38,76,secondhalf,4,No Contrast,0.6,5,0
38,76,secondhalf,4,One Contrast Privileged,1,5,0
38,76,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
38,77,firsthalf,1,No Contrast,0.6666666666666666,3,0
38,77,firsthalf,1,One Contrast Privileged,1,3,0
38,77,firsthalf,1,Two Contrasts Shared,1,7,0
38,77,firsthalf,2,No Contrast,0.25,4,0
38,77,firsthalf,2,One Contrast Privileged,1,4,0
38,77,firsthalf,2,Two Contrasts Shared,1,8,0
38,77,secondhalf,3,No Contrast,0.75,4,0
38,77,secondhalf,3,One Contrast Privileged,1,4,0
38,77,secondhalf,3,Two Contrasts Shared,1,8,0
38,77,secondhalf,4,No Contrast,0.8,5,0
38,77,secondhalf,4,One Contrast Privileged,1,5,0
38,77,secondhalf,4,Two Contrasts Shared,1,9,0
39,78,firsthalf,1,No Contrast,0.3333333333333333,3,0
39,78,firsthalf,1,One Contrast Privileged,1,3,0
39,78,firsthalf,1,Two Contrasts Shared,1,7,0
39,78,firsthalf,2,No Contrast,0,4,1
39,78,firsthalf,2,One Contrast Privileged,1,4,0
39,78,firsthalf,2,Two Contrasts Shared,1,8,0
39,78,secondhalf,3,No Contrast,0,4,0
39,78,secondhalf,3,One Contrast Privileged,1,4,0
39,78,secondhalf,3,Two Contrasts Shared,0.875,8,0
39,78,secondhalf,4,No Contrast,0,5,0
39,78,secondhalf,4,One Contrast Privileged,1,5,0
39,78,secondhalf,4,Two Contrasts Shared,1,9,0
39,79,firsthalf,1,No Contrast,0,3,0
39,79,firsthalf,1,One Contrast Privileged,1,3,0
39,79,firsthalf,1,Two Contrasts Shared,1,7,0
39,79,firsthalf,2,No Contrast,0,4,0
39,79,firsthalf,2,One Contrast Privileged,0.5,4,0
39,79,firsthalf,2,Two Contrasts Shared,1,8,0
39,79,secondhalf,3,No Contrast,0,4,0
39,79,secondhalf,3,One Contrast Privileged,1,4,0
39,79,secondhalf,3,Two Contrasts Shared,1,8,0
39,79,secondhalf,4,No Contrast,0,5,0
39,79,secondhalf,4,One Contrast Privileged,0,5,0
39,79,secondhalf,4,Two Contrasts Shared,1,9,0
41,82,firsthalf,1,No Contrast,0,3,0
41,82,firsthalf,1,One Contrast Privileged,1,3,0
41,82,firsthalf,1,Two Contrasts Shared,1,7,0
41,82,firsthalf,2,No Contrast,0,4,0
41,82,firsthalf,2,One Contrast Privileged,0.75,4,0
41,82,firsthalf,2,Two Contrasts Shared,1,8,0
41,82,secondhalf,3,No Contrast,0.25,4,0
41,82,secondhalf,3,One Contrast Privileged,0,4,0
41,82,secondhalf,3,Two Contrasts Shared,1,8,0
41,82,secondhalf,4,No Contrast,0,5,0
41,82,secondhalf,4,One Contrast Privileged,0.2,5,0
41,82,secondhalf,4,Two Contrasts Shared,1,9,0
41,83,firsthalf,1,No Contrast,0,3,1
41,83,firsthalf,1,One Contrast Privileged,1,3,0
41,83,firsthalf,1,Two Contrasts Shared,1,7,1
41,83,firsthalf,2,No Contrast,0,4,0
41,83,firsthalf,2,One Contrast Privileged,1,4,0
41,83,firsthalf,2,Two Contrasts Shared,1,8,0
41,83,secondhalf,3,No Contrast,0,4,0
41,83,secondhalf,3,One Contrast Privileged,1,4,0
41,83,secondhalf,3,Two Contrasts Shared,1,8,0
41,83,secondhalf,4,No Contrast,0,5,0
41,83,secondhalf,4,One Contrast Privileged,1,5,0
41,83,secondhalf,4,Two Contrasts Shared,1,9,0
42,84,firsthalf,1,No Contrast,0,3,0
42,84,firsthalf,1,One Contrast Privileged,0.6666666666666666,3,0
42,84,firsthalf,1,Two Contrasts Shared,1,7,0
42,84,firsthalf,2,No Contrast,0,4,0
42,84,firsthalf,2,One Contrast Privileged,0,4,0
42,84,firsthalf,2,Two Contrasts Shared,1,8,0
42,84,secondhalf,3,No Contrast,0,4,0
42,84,secondhalf,3,One Contrast Privileged,0,4,0
42,84,secondhalf,3,Two Contrasts Shared,1,8,0
42,84,secondhalf,4,No Contrast,0,5,0
42,84,secondhalf,4,One Contrast Privileged,0.2,5,0
42,84,secondhalf,4,Two Contrasts Shared,1,9,0
42,85,firsthalf,1,No Contrast,0,3,0
42,85,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
42,85,firsthalf,1,Two Contrasts Shared,1,7,0
42,85,firsthalf,2,No Contrast,0,4,0
42,85,firsthalf,2,One Contrast Privileged,0.25,4,0
42,85,firsthalf,2,Two Contrasts Shared,1,8,0
42,85,secondhalf,3,No Contrast,0,4,0
42,85,secondhalf,3,One Contrast Privileged,0,4,0
42,85,secondhalf,3,Two Contrasts Shared,1,8,0
42,85,secondhalf,4,No Contrast,0,5,0
42,85,secondhalf,4,One Contrast Privileged,0.2,5,0
42,85,secondhalf,4,Two Contrasts Shared,1,9,0
43,86,firsthalf,1,No Contrast,0,3,0
43,86,firsthalf,1,One Contrast Privileged,0.3333333333333333,3,0
43,86,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
43,86,firsthalf,2,No Contrast,0,4,0
43,86,firsthalf,2,One Contrast Privileged,0,4,0
43,86,firsthalf,2,Two Contrasts Shared,1,8,0
43,86,secondhalf,3,No Contrast,0,4,0
43,86,secondhalf,3,One Contrast Privileged,0,4,0
43,86,secondhalf,3,Two Contrasts Shared,1,8,0
43,86,secondhalf,4,No Contrast,0,5,0
43,86,secondhalf,4,One Contrast Privileged,0.4,5,0
43,86,secondhalf,4,Two Contrasts Shared,1,9,0
43,87,firsthalf,1,No Contrast,0,3,0
43,87,firsthalf,1,One Contrast Privileged,1,3,0
43,87,firsthalf,1,Two Contrasts Shared,1,7,0
43,87,firsthalf,2,No Contrast,0.25,4,0
43,87,firsthalf,2,One Contrast Privileged,0.75,4,0
43,87,firsthalf,2,Two Contrasts Shared,1,8,0
43,87,secondhalf,3,No Contrast,0,4,0
43,87,secondhalf,3,One Contrast Privileged,1,4,0
43,87,secondhalf,3,Two Contrasts Shared,1,8,0
43,87,secondhalf,4,No Contrast,0,5,0
43,87,secondhalf,4,One Contrast Privileged,0.4,5,0
43,87,secondhalf,4,Two Contrasts Shared,1,9,0
44,88,firsthalf,1,No Contrast,0,3,0
44,88,firsthalf,1,One Contrast Privileged,1,3,0
44,88,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
44,88,firsthalf,2,No Contrast,0,4,0
44,88,firsthalf,2,One Contrast Privileged,1,4,0
44,88,firsthalf,2,Two Contrasts Shared,1,8,0
44,88,secondhalf,3,No Contrast,0,4,0
44,88,secondhalf,3,One Contrast Privileged,1,4,0
44,88,secondhalf,3,Two Contrasts Shared,1,8,0
44,88,secondhalf,4,No Contrast,0,5,0
44,88,secondhalf,4,One Contrast Privileged,1,5,0
44,88,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
44,89,firsthalf,1,No Contrast,0,3,0
44,89,firsthalf,1,One Contrast Privileged,1,3,0
44,89,firsthalf,1,Two Contrasts Shared,1,7,0
44,89,firsthalf,2,No Contrast,0,4,0
44,89,firsthalf,2,One Contrast Privileged,1,4,0
44,89,firsthalf,2,Two Contrasts Shared,1,8,0
44,89,secondhalf,3,No Contrast,0,4,0
44,89,secondhalf,3,One Contrast Privileged,1,4,0
44,89,secondhalf,3,Two Contrasts Shared,1,8,0
44,89,secondhalf,4,No Contrast,0,5,0
44,89,secondhalf,4,One Contrast Privileged,1,5,0
44,89,secondhalf,4,Two Contrasts Shared,1,9,0
46,92,firsthalf,1,No Contrast,0,3,0
46,92,firsthalf,1,One Contrast Privileged,1,3,0
46,92,firsthalf,1,Two Contrasts Shared,1,7,0
46,92,firsthalf,2,No Contrast,0.5,4,0
46,92,firsthalf,2,One Contrast Privileged,1,4,0
46,92,firsthalf,2,Two Contrasts Shared,1,8,0
46,92,secondhalf,3,No Contrast,0.25,4,0
46,92,secondhalf,3,One Contrast Privileged,1,4,0
46,92,secondhalf,3,Two Contrasts Shared,1,8,0
46,92,secondhalf,4,No Contrast,0,5,0
46,92,secondhalf,4,One Contrast Privileged,1,5,0
46,92,secondhalf,4,Two Contrasts Shared,1,9,0
46,93,firsthalf,1,No Contrast,0,3,0
46,93,firsthalf,1,One Contrast Privileged,1,3,0
46,93,firsthalf,1,Two Contrasts Shared,1,7,0
46,93,firsthalf,2,No Contrast,0,4,0
46,93,firsthalf,2,One Contrast Privileged,0.5,4,0
46,93,firsthalf,2,Two Contrasts Shared,1,8,0
46,93,secondhalf,3,No Contrast,0,4,0
46,93,secondhalf,3,One Contrast Privileged,0.25,4,0
46,93,secondhalf,3,Two Contrasts Shared,1,8,0
46,93,secondhalf,4,No Contrast,0,5,0
46,93,secondhalf,4,One Contrast Privileged,0,5,0
46,93,secondhalf,4,Two Contrasts Shared,1,9,0
47,94,firsthalf,1,No Contrast,0,3,0
47,94,firsthalf,1,One Contrast Privileged,1,3,0
47,94,firsthalf,1,Two Contrasts Shared,1,7,0
47,94,firsthalf,2,No Contrast,0,4,0
47,94,firsthalf,2,One Contrast Privileged,1,4,0
47,94,firsthalf,2,Two Contrasts Shared,1,8,0
47,94,secondhalf,3,No Contrast,0,4,0
47,94,secondhalf,3,One Contrast Privileged,1,4,0
47,94,secondhalf,3,Two Contrasts Shared,1,8,0
47,94,secondhalf,4,No Contrast,0,5,1
47,94,secondhalf,4,One Contrast Privileged,1,5,0
47,94,secondhalf,4,Two Contrasts Shared,0.8888888888888888,9,0
47,95,firsthalf,1,No Contrast,0,3,0
47,95,firsthalf,1,One Contrast Privileged,1,3,0
47,95,firsthalf,1,Two Contrasts Shared,1,7,0
47,95,firsthalf,2,No Contrast,0,4,0
47,95,firsthalf,2,One Contrast Privileged,1,4,0
47,95,firsthalf,2,Two Contrasts Shared,1,8,0
47,95,secondhalf,3,No Contrast,0,4,0
47,95,secondhalf,3,One Contrast Privileged,1,4,0
47,95,secondhalf,3,Two Contrasts Shared,1,8,0
47,95,secondhalf,4,No Contrast,0,5,0
47,95,secondhalf,4,One Contrast Privileged,1,5,0
47,95,secondhalf,4,Two Contrasts Shared,1,9,0
48,96,firsthalf,1,No Contrast,0,3,0
48,96,firsthalf,1,One Contrast Privileged,1,3,0
48,96,firsthalf,1,Two Contrasts Shared,0.8571428571428571,7,0
48,96,firsthalf,2,No Contrast,0,4,0
48,96,firsthalf,2,One Contrast Privileged,0.75,4,0
48,96,firsthalf,2,Two Contrasts Shared,1,8,0
48,96,secondhalf,3,No Contrast,0.25,4,0
48,96,secondhalf,3,One Contrast Privileged,1,4,0
48,96,secondhalf,3,Two Contrasts Shared,0.75,8,0
48,96,secondhalf,4,No Contrast,0,5,0
48,96,secondhalf,4,One Contrast Privileged,0.8,5,0
48,96,secondhalf,4,Two Contrasts Shared,0.6666666666666666,9,0
48,97,firsthalf,1,No Contrast,0,3,0
48,97,firsthalf,1,One Contrast Privileged,1,3,0
48,97,firsthalf,1,Two Contrasts Shared,1,7,0
48,97,firsthalf,2,No Contrast,0.25,4,0
48,97,firsthalf,2,One Contrast Privileged,1,4,0
48,97,firsthalf,2,Two Contrasts Shared,1,8,0
48,97,secondhalf,3,No Contrast,0.25,4,0
48,97,secondhalf,3,One Contrast Privileged,1,4,0
48,97,secondhalf,3,Two Contrasts Shared,1,8,0
48,97,secondhalf,4,No Contrast,0,5,0
48,97,secondhalf,4,One Contrast Privileged,1,5,0
48,97,secondhalf,4,Two Contrasts Shared,1,9,0
49,98,firsthalf,1,No Contrast,0.3333333333333333,3,0
49,98,firsthalf,1,One Contrast Privileged,1,3,0
49,98,firsthalf,1,Two Contrasts Shared,1,7,0
49,98,firsthalf,2,No Contrast,0.25,4,0
49,98,firsthalf,2,One Contrast Privileged,1,4,0
49,98,firsthalf,2,Two Contrasts Shared,1,8,0
49,98,secondhalf,3,No Contrast,0.75,4,0
49,98,secondhalf,3,One Contrast Privileged,1,4,0
49,98,secondhalf,3,Two Contrasts Shared,1,8,0
