pair,speaker,crit_half,condition,prop_size_adj_use,num_trials,num_NA
49,98,secondhalf,One Contrast Privileged,1,9,0
49,98,secondhalf,Two Contrasts Shared,1,17,0
49,99,firsthalf,No Contrast,0.42857142857142855,7,0
49,99,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
49,99,firsthalf,Two Contrasts Shared,1,15,0
49,99,secondhalf,No Contrast,0.7777777777777778,9,0
49,99,secondhalf,One Contrast Privileged,0.2222222222222222,9,0
49,99,secondhalf,Two Contrasts Shared,1,17,0
50,100,firsthalf,No Contrast,0,7,0
50,100,firsthalf,One Contrast Privileged,1,7,0
50,100,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
50,100,secondhalf,No Contrast,0,9,0
50,100,secondhalf,One Contrast Privileged,1,9,0
50,100,secondhalf,Two Contrasts Shared,1,17,0
50,101,firsthalf,No Contrast,0,7,0
50,101,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
50,101,firsthalf,Two Contrasts Shared,1,15,0
50,101,secondhalf,No Contrast,0,9,0
50,101,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
50,101,secondhalf,Two Contrasts Shared,1,17,0
51,102,firsthalf,No Contrast,0.14285714285714285,7,0
51,102,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
51,102,firsthalf,Two Contrasts Shared,1,15,0
51,102,secondhalf,No Contrast,0.1111111111111111,9,0
51,102,secondhalf,One Contrast Privileged,1,9,0
51,102,secondhalf,Two Contrasts Shared,1,17,0
51,103,firsthalf,No Contrast,0,7,0
51,103,firsthalf,One Contrast Privileged,0.8333333333333334,7,1
51,103,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
51,103,secondhalf,No Contrast,0,9,0
51,103,secondhalf,One Contrast Privileged,0.5,9,1
51,103,secondhalf,Two Contrasts Shared,0.875,17,1
52,104,firsthalf,No Contrast,0,7,0
52,104,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
52,104,firsthalf,Two Contrasts Shared,0.8666666666666667,15,0
52,104,secondhalf,No Contrast,0,9,0
52,104,secondhalf,One Contrast Privileged,1,9,0
52,104,secondhalf,Two Contrasts Shared,0.8823529411764706,17,0
52,105,firsthalf,No Contrast,0,7,0
52,105,firsthalf,One Contrast Privileged,0.2857142857142857,7,0
52,105,firsthalf,Two Contrasts Shared,1,15,0
52,105,secondhalf,No Contrast,0,9,0
52,105,secondhalf,One Contrast Privileged,0,9,0
52,105,secondhalf,Two Contrasts Shared,1,17,0
53,106,firsthalf,No Contrast,0,7,0
53,106,firsthalf,One Contrast Privileged,1,7,0
53,106,firsthalf,Two Contrasts Shared,1,15,0
53,106,secondhalf,No Contrast,0,9,0
53,106,secondhalf,One Contrast Privileged,0.8888888888888888,9,0
53,106,secondhalf,Two Contrasts Shared,1,17,0
53,107,firsthalf,No Contrast,0,7,0
53,107,firsthalf,One Contrast Privileged,1,7,0
53,107,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
53,107,secondhalf,No Contrast,0,9,0
53,107,secondhalf,One Contrast Privileged,1,9,4
53,107,secondhalf,Two Contrasts Shared,1,17,5
54,108,firsthalf,No Contrast,0,7,0
54,108,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
54,108,firsthalf,Two Contrasts Shared,1,15,0
54,108,secondhalf,No Contrast,0,9,0
54,108,secondhalf,One Contrast Privileged,0.4444444444444444,9,0
54,108,secondhalf,Two Contrasts Shared,1,17,0
54,109,firsthalf,No Contrast,0.14285714285714285,7,0
54,109,firsthalf,One Contrast Privileged,1,7,0
54,109,firsthalf,Two Contrasts Shared,1,15,0
54,109,secondhalf,No Contrast,0,9,0
54,109,secondhalf,One Contrast Privileged,0.8888888888888888,9,0
54,109,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
55,110,firsthalf,No Contrast,0,7,0
55,110,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
55,110,firsthalf,Two Contrasts Shared,1,15,0
55,110,secondhalf,No Contrast,0,9,0
55,110,secondhalf,One Contrast Privileged,0,9,0
55,110,secondhalf,Two Contrasts Shared,1,17,0
55,111,firsthalf,No Contrast,0,7,0
55,111,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
55,111,firsthalf,Two Contrasts Shared,1,15,0
55,111,secondhalf,No Contrast,0,9,0
55,111,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
55,111,secondhalf,Two Contrasts Shared,1,17,0
56,112,firsthalf,No Contrast,0.2857142857142857,7,0
56,112,firsthalf,One Contrast Privileged,1,7,0
56,112,firsthalf,Two Contrasts Shared,1,15,0
56,112,secondhalf,No Contrast,0,9,0
56,112,secondhalf,One Contrast Privileged,1,9,0
56,112,secondhalf,Two Contrasts Shared,1,17,0
56,113,firsthalf,No Contrast,0.5714285714285714,7,0
56,113,firsthalf,One Contrast Privileged,1,7,0
56,113,firsthalf,Two Contrasts Shared,1,15,0
56,113,secondhalf,No Contrast,0.4444444444444444,9,0
56,113,secondhalf,One Contrast Privileged,0.8888888888888888,9,0
56,113,secondhalf,Two Contrasts Shared,1,17,0
57,114,firsthalf,No Contrast,0.14285714285714285,7,0
57,114,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
57,114,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
57,114,secondhalf,No Contrast,0.1111111111111111,9,0
57,114,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
57,114,secondhalf,Two Contrasts Shared,1,17,0
57,115,firsthalf,No Contrast,0,7,0
57,115,firsthalf,One Contrast Privileged,1,7,0
57,115,firsthalf,Two Contrasts Shared,1,15,0
57,115,secondhalf,No Contrast,0,9,0
57,115,secondhalf,One Contrast Privileged,1,9,0
57,115,secondhalf,Two Contrasts Shared,1,17,0
58,116,firsthalf,No Contrast,0,7,0
58,116,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
58,116,firsthalf,Two Contrasts Shared,1,15,0
58,116,secondhalf,No Contrast,0.1111111111111111,9,0
58,116,secondhalf,One Contrast Privileged,0.8888888888888888,9,0
58,116,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
58,117,firsthalf,No Contrast,0,7,0
58,117,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
58,117,firsthalf,Two Contrasts Shared,1,15,0
58,117,secondhalf,No Contrast,0,9,0
58,117,secondhalf,One Contrast Privileged,0.4444444444444444,9,0
58,117,secondhalf,Two Contrasts Shared,1,17,0
59,118,firsthalf,No Contrast,0.14285714285714285,7,0
59,118,firsthalf,One Contrast Privileged,1,7,0
59,118,firsthalf,Two Contrasts Shared,1,15,0
59,118,secondhalf,No Contrast,0.2222222222222222,9,0
59,118,secondhalf,One Contrast Privileged,1,9,0
59,118,secondhalf,Two Contrasts Shared,1,17,0
59,119,firsthalf,No Contrast,0.14285714285714285,7,0
59,119,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
59,119,firsthalf,Two Contrasts Shared,0.8666666666666667,15,0
59,119,secondhalf,No Contrast,0,9,0
59,119,secondhalf,One Contrast Privileged,0,9,0
59,119,secondhalf,Two Contrasts Shared,1,17,0
60,120,firsthalf,No Contrast,0.14285714285714285,7,0
60,120,firsthalf,One Contrast Privileged,0.2857142857142857,7,0
60,120,firsthalf,Two Contrasts Shared,1,15,0
60,120,secondhalf,No Contrast,0,9,0
60,120,secondhalf,One Contrast Privileged,0,9,0
60,120,secondhalf,Two Contrasts Shared,1,17,0
60,121,firsthalf,No Contrast,0.2857142857142857,7,0
60,121,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
60,121,firsthalf,Two Contrasts Shared,1,15,0
60,121,secondhalf,No Contrast,0,9,0
60,121,secondhalf,One Contrast Privileged,0.4444444444444444,9,0
60,121,secondhalf,Two Contrasts Shared,1,17,0
61,122,firsthalf,No Contrast,0,7,0
61,122,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
61,122,firsthalf,Two Contrasts Shared,1,15,0
61,122,secondhalf,No Contrast,0,9,0
61,122,secondhalf,One Contrast Privileged,1,9,0
61,122,secondhalf,Two Contrasts Shared,1,17,0
61,123,firsthalf,No Contrast,0,7,0
61,123,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
61,123,firsthalf,Two Contrasts Shared,1,15,0
61,123,secondhalf,No Contrast,0,9,0
61,123,secondhalf,One Contrast Privileged,1,9,0
61,123,secondhalf,Two Contrasts Shared,1,17,0
62,124,firsthalf,No Contrast,0,7,0
62,124,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
62,124,firsthalf,Two Contrasts Shared,0.8666666666666667,15,0
62,124,secondhalf,No Contrast,0,9,0
62,124,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
62,124,secondhalf,Two Contrasts Shared,1,17,0
62,125,firsthalf,No Contrast,0,7,0
62,125,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
62,125,firsthalf,Two Contrasts Shared,1,15,0
62,125,secondhalf,No Contrast,0,9,0
62,125,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
62,125,secondhalf,Two Contrasts Shared,1,17,0
63,126,firsthalf,No Contrast,0,7,0
63,126,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
63,126,firsthalf,Two Contrasts Shared,1,15,0
63,126,secondhalf,No Contrast,0,9,0
63,126,secondhalf,One Contrast Privileged,0.8888888888888888,9,0
63,126,secondhalf,Two Contrasts Shared,1,17,0
63,127,firsthalf,No Contrast,0,7,0
63,127,firsthalf,One Contrast Privileged,1,7,0
63,127,firsthalf,Two Contrasts Shared,1,15,0
63,127,secondhalf,No Contrast,0.1111111111111111,9,0
63,127,secondhalf,One Contrast Privileged,1,9,0
63,127,secondhalf,Two Contrasts Shared,1,17,0
64,128,firsthalf,No Contrast,0.14285714285714285,7,0
64,128,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
64,128,firsthalf,Two Contrasts Shared,1,15,0
64,128,secondhalf,No Contrast,0,9,0
64,128,secondhalf,One Contrast Privileged,0.2222222222222222,9,0
64,128,secondhalf,Two Contrasts Shared,1,17,0
64,129,firsthalf,No Contrast,0.14285714285714285,7,0
64,129,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
64,129,firsthalf,Two Contrasts Shared,1,15,0
64,129,secondhalf,No Contrast,0,9,0
64,129,secondhalf,One Contrast Privileged,1,9,0
64,129,secondhalf,Two Contrasts Shared,1,17,0
65,130,firsthalf,No Contrast,0,7,0
65,130,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
65,130,firsthalf,Two Contrasts Shared,1,15,0
65,130,secondhalf,No Contrast,0,9,0
65,130,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
65,130,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
65,131,firsthalf,No Contrast,0.14285714285714285,7,0
65,131,firsthalf,One Contrast Privileged,1,7,0
65,131,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
65,131,secondhalf,No Contrast,0,9,0
65,131,secondhalf,One Contrast Privileged,0.7777777777777778,9,0
65,131,secondhalf,Two Contrasts Shared,1,17,0
66,132,firsthalf,No Contrast,0,7,1
66,132,firsthalf,One Contrast Privileged,1,7,0
66,132,firsthalf,Two Contrasts Shared,1,15,0
66,132,secondhalf,No Contrast,0,9,0
66,132,secondhalf,One Contrast Privileged,0.7777777777777778,9,0
66,132,secondhalf,Two Contrasts Shared,1,17,0
66,133,firsthalf,No Contrast,0,7,0
66,133,firsthalf,One Contrast Privileged,1,7,0
66,133,firsthalf,Two Contrasts Shared,1,15,0
66,133,secondhalf,No Contrast,0,9,0
66,133,secondhalf,One Contrast Privileged,0.5555555555555556,9,0
66,133,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
67,134,firsthalf,No Contrast,0,7,0
67,134,firsthalf,One Contrast Privileged,0.14285714285714285,7,0
67,134,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
67,134,secondhalf,No Contrast,0,9,0
67,134,secondhalf,One Contrast Privileged,0,9,0
67,134,secondhalf,Two Contrasts Shared,1,17,0
67,135,firsthalf,No Contrast,0.14285714285714285,7,0
67,135,firsthalf,One Contrast Privileged,0.14285714285714285,7,0
67,135,firsthalf,Two Contrasts Shared,1,15,0
67,135,secondhalf,No Contrast,0,9,0
67,135,secondhalf,One Contrast Privileged,0,9,0
67,135,secondhalf,Two Contrasts Shared,1,17,0
69,138,firsthalf,No Contrast,0,7,0
69,138,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
69,138,firsthalf,Two Contrasts Shared,1,15,0
69,138,secondhalf,No Contrast,0,9,0
69,138,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
69,138,secondhalf,Two Contrasts Shared,1,17,0
69,139,firsthalf,No Contrast,0,7,0
69,139,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
69,139,firsthalf,Two Contrasts Shared,0.8666666666666667,15,0
69,139,secondhalf,No Contrast,0,9,0
69,139,secondhalf,One Contrast Privileged,0.2222222222222222,9,0
69,139,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
70,140,firsthalf,No Contrast,0,7,0
70,140,firsthalf,One Contrast Privileged,0.2857142857142857,7,0
70,140,firsthalf,Two Contrasts Shared,1,15,0
70,140,secondhalf,No Contrast,0,9,0
70,140,secondhalf,One Contrast Privileged,0.6666666666666666,9,0
70,140,secondhalf,Two Contrasts Shared,1,17,0
70,141,firsthalf,No Contrast,0,7,0
70,141,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
70,141,firsthalf,Two Contrasts Shared,1,15,0
70,141,secondhalf,No Contrast,0,9,0
70,141,secondhalf,One Contrast Privileged,0,9,0
70,141,secondhalf,Two Contrasts Shared,1,17,0
72,144,firsthalf,No Contrast,0,7,0
72,144,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
72,144,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
72,144,secondhalf,No Contrast,0.3333333333333333,9,0
72,144,secondhalf,One Contrast Privileged,1,9,0
72,144,secondhalf,Two Contrasts Shared,1,17,0
72,145,firsthalf,No Contrast,0,7,0
72,145,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
72,145,firsthalf,Two Contrasts Shared,1,15,0
72,145,secondhalf,No Contrast,0.1111111111111111,9,0
72,145,secondhalf,One Contrast Privileged,0.2222222222222222,9,0
72,145,secondhalf,Two Contrasts Shared,1,17,0
74,148,firsthalf,No Contrast,0,7,0
74,148,firsthalf,One Contrast Privileged,1,7,0
74,148,firsthalf,Two Contrasts Shared,1,15,0
74,148,secondhalf,No Contrast,0,9,0
74,148,secondhalf,One Contrast Privileged,1,9,0
74,148,secondhalf,Two Contrasts Shared,1,17,0
74,149,firsthalf,No Contrast,0,7,0
74,149,firsthalf,One Contrast Privileged,0.5714285714285714,7,0
74,149,firsthalf,Two Contrasts Shared,1,15,0
74,149,secondhalf,No Contrast,0,9,0
74,149,secondhalf,One Contrast Privileged,0,9,0
74,149,secondhalf,Two Contrasts Shared,1,17,0
75,150,firsthalf,No Contrast,0.8571428571428571,7,0
75,150,firsthalf,One Contrast Privileged,1,7,0
75,150,firsthalf,Two Contrasts Shared,0.8666666666666667,15,0
75,150,secondhalf,No Contrast,0.2222222222222222,9,0
75,150,secondhalf,One Contrast Privileged,1,9,0
75,150,secondhalf,Two Contrasts Shared,1,17,0
75,151,firsthalf,No Contrast,0.2857142857142857,7,0
75,151,firsthalf,One Contrast Privileged,1,7,0
75,151,firsthalf,Two Contrasts Shared,1,15,0
75,151,secondhalf,No Contrast,0.4444444444444444,9,0
75,151,secondhalf,One Contrast Privileged,1,9,0
75,151,secondhalf,Two Contrasts Shared,1,17,0
76,152,firsthalf,No Contrast,0,7,0
76,152,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
76,152,firsthalf,Two Contrasts Shared,1,15,0
76,152,secondhalf,No Contrast,0.1111111111111111,9,0
76,152,secondhalf,One Contrast Privileged,1,9,0
76,152,secondhalf,Two Contrasts Shared,1,17,0
76,153,firsthalf,No Contrast,0,7,0
76,153,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
76,153,firsthalf,Two Contrasts Shared,1,15,0
76,153,secondhalf,No Contrast,0.2222222222222222,9,0
76,153,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
76,153,secondhalf,Two Contrasts Shared,1,17,1
77,154,firsthalf,No Contrast,0,7,0
77,154,firsthalf,One Contrast Privileged,1,7,0
77,154,firsthalf,Two Contrasts Shared,1,15,0
77,154,secondhalf,No Contrast,0,9,0
77,154,secondhalf,One Contrast Privileged,1,9,0
77,154,secondhalf,Two Contrasts Shared,1,17,0
77,155,firsthalf,No Contrast,0,7,0
77,155,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
77,155,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
77,155,secondhalf,No Contrast,0,9,0
77,155,secondhalf,One Contrast Privileged,0.5555555555555556,9,0
77,155,secondhalf,Two Contrasts Shared,1,17,0
78,156,firsthalf,No Contrast,0,7,1
78,156,firsthalf,One Contrast Privileged,1,7,0
78,156,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
78,156,secondhalf,No Contrast,0,9,0
78,156,secondhalf,One Contrast Privileged,1,9,0
78,156,secondhalf,Two Contrasts Shared,1,17,0
78,157,firsthalf,No Contrast,0,7,0
78,157,firsthalf,One Contrast Privileged,1,7,0
78,157,firsthalf,Two Contrasts Shared,1,15,0
78,157,secondhalf,No Contrast,0,9,1
78,157,secondhalf,One Contrast Privileged,0.8888888888888888,9,0
78,157,secondhalf,Two Contrasts Shared,1,17,0
79,158,firsthalf,No Contrast,0,7,0
79,158,firsthalf,One Contrast Privileged,1,7,0
79,158,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
79,158,secondhalf,No Contrast,0,9,0
79,158,secondhalf,One Contrast Privileged,0.4444444444444444,9,0
79,158,secondhalf,Two Contrasts Shared,1,17,0
79,159,firsthalf,No Contrast,0,7,0
79,159,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
79,159,firsthalf,Two Contrasts Shared,1,15,0
79,159,secondhalf,No Contrast,0,9,0
79,159,secondhalf,One Contrast Privileged,0,9,0
79,159,secondhalf,Two Contrasts Shared,1,17,0
80,160,firsthalf,No Contrast,0,7,0
80,160,firsthalf,One Contrast Privileged,0.2857142857142857,7,0
80,160,firsthalf,Two Contrasts Shared,1,15,0
80,160,secondhalf,No Contrast,0,9,0
80,160,secondhalf,One Contrast Privileged,0,9,0
80,160,secondhalf,Two Contrasts Shared,1,17,0
80,161,firsthalf,No Contrast,0.14285714285714285,7,0
80,161,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
80,161,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
80,161,secondhalf,No Contrast,0,9,0
80,161,secondhalf,One Contrast Privileged,1,9,0
80,161,secondhalf,Two Contrasts Shared,1,17,0
81,162,firsthalf,No Contrast,0.14285714285714285,7,0
81,162,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
81,162,firsthalf,Two Contrasts Shared,1,15,0
81,162,secondhalf,No Contrast,0,9,0
81,162,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
81,162,secondhalf,Two Contrasts Shared,1,17,0
81,163,firsthalf,No Contrast,0,7,0
81,163,firsthalf,One Contrast Privileged,1,7,0
81,163,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
81,163,secondhalf,No Contrast,0.1111111111111111,9,0
81,163,secondhalf,One Contrast Privileged,0.6666666666666666,9,0
81,163,secondhalf,Two Contrasts Shared,1,17,0
83,166,firsthalf,No Contrast,0,7,0
83,166,firsthalf,One Contrast Privileged,1,7,0
83,166,firsthalf,Two Contrasts Shared,1,15,0
83,166,secondhalf,No Contrast,0,9,0
83,166,secondhalf,One Contrast Privileged,1,9,0
83,166,secondhalf,Two Contrasts Shared,1,17,0
83,167,firsthalf,No Contrast,0,7,0
83,167,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
83,167,firsthalf,Two Contrasts Shared,1,15,0
83,167,secondhalf,No Contrast,0,9,0
83,167,secondhalf,One Contrast Privileged,0.4444444444444444,9,0
83,167,secondhalf,Two Contrasts Shared,1,17,0
84,168,firsthalf,No Contrast,0,7,0
84,168,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
84,168,firsthalf,Two Contrasts Shared,1,15,0
84,168,secondhalf,No Contrast,0,9,0
84,168,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
84,168,secondhalf,Two Contrasts Shared,1,17,0
84,169,firsthalf,No Contrast,0,7,0
84,169,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
84,169,firsthalf,Two Contrasts Shared,1,15,0
84,169,secondhalf,No Contrast,0.1111111111111111,9,0
84,169,secondhalf,One Contrast Privileged,1,9,0
84,169,secondhalf,Two Contrasts Shared,1,17,0
85,170,firsthalf,No Contrast,0.2857142857142857,7,0
85,170,firsthalf,One Contrast Privileged,1,7,0
85,170,firsthalf,Two Contrasts Shared,1,15,0
85,170,secondhalf,No Contrast,0.7777777777777778,9,0
85,170,secondhalf,One Contrast Privileged,0.7777777777777778,9,0
85,170,secondhalf,Two Contrasts Shared,1,17,0
85,171,firsthalf,No Contrast,0.14285714285714285,7,0
85,171,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
85,171,firsthalf,Two Contrasts Shared,0.8666666666666667,15,0
85,171,secondhalf,No Contrast,0,9,0
85,171,secondhalf,One Contrast Privileged,1,9,0
85,171,secondhalf,Two Contrasts Shared,1,17,0
86,172,firsthalf,No Contrast,0,7,0
86,172,firsthalf,One Contrast Privileged,1,7,0
86,172,firsthalf,Two Contrasts Shared,1,15,0
86,172,secondhalf,No Contrast,0,9,0
86,172,secondhalf,One Contrast Privileged,1,9,0
86,172,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
86,173,firsthalf,No Contrast,0,7,0
86,173,firsthalf,One Contrast Privileged,0.2857142857142857,7,0
86,173,firsthalf,Two Contrasts Shared,1,15,0
86,173,secondhalf,No Contrast,0,9,0
86,173,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
86,173,secondhalf,Two Contrasts Shared,1,17,0
87,184,firsthalf,No Contrast,0,7,0
87,184,firsthalf,One Contrast Privileged,1,7,0
87,184,firsthalf,Two Contrasts Shared,1,15,0
87,184,secondhalf,No Contrast,0,9,0
87,184,secondhalf,One Contrast Privileged,1,9,0
87,184,secondhalf,Two Contrasts Shared,1,17,0
87,185,firsthalf,No Contrast,0,7,0
87,185,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
87,185,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
87,185,secondhalf,No Contrast,0,9,0
87,185,secondhalf,One Contrast Privileged,0,9,0
87,185,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
88,176,firsthalf,No Contrast,0.14285714285714285,7,0
88,176,firsthalf,One Contrast Privileged,0.42857142857142855,7,0
88,176,firsthalf,Two Contrasts Shared,1,15,0
88,176,secondhalf,No Contrast,0,9,0
88,176,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
88,176,secondhalf,Two Contrasts Shared,1,17,0
88,177,firsthalf,No Contrast,0,7,0
88,177,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
88,177,firsthalf,Two Contrasts Shared,0.8,15,0
88,177,secondhalf,No Contrast,0,9,0
88,177,secondhalf,One Contrast Privileged,0.7777777777777778,9,0
88,177,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
89,178,firsthalf,No Contrast,0,7,0
89,178,firsthalf,One Contrast Privileged,0.8571428571428571,7,0
89,178,firsthalf,Two Contrasts Shared,0.9333333333333333,15,0
89,178,secondhalf,No Contrast,0,9,0
89,178,secondhalf,One Contrast Privileged,1,9,0
89,178,secondhalf,Two Contrasts Shared,0.8125,17,1
89,179,firsthalf,No Contrast,0,7,0
89,179,firsthalf,One Contrast Privileged,0.7142857142857143,7,0
89,179,firsthalf,Two Contrasts Shared,1,15,0
89,179,secondhalf,No Contrast,0.1111111111111111,9,0
89,179,secondhalf,One Contrast Privileged,0.1111111111111111,9,0
89,179,secondhalf,Two Contrasts Shared,1,17,0
90,180,firsthalf,No Contrast,0.14285714285714285,7,0
90,180,firsthalf,One Contrast Privileged,1,7,0
90,180,firsthalf,Two Contrasts Shared,1,15,0
90,180,secondhalf,No Contrast,0,9,0
90,180,secondhalf,One Contrast Privileged,1,9,0
90,180,secondhalf,Two Contrasts Shared,0.9411764705882353,17,0
90,181,firsthalf,No Contrast,0,7,0
90,181,firsthalf,One Contrast Privileged,1,7,0
90,181,firsthalf,Two Contrasts Shared,1,15,0
90,181,secondhalf,No Contrast,0.125,9,1
90,181,secondhalf,One Contrast Privileged,1,9,0
90,181,secondhalf,Two Contrasts Shared,1,17,0
